question_id,question_no,round_id,lesson_id,sentence1_origin,sentence2_origin,sentence_first_ja,sentence_second_ja,highlight_word,bubble_gray,chip_input,audio1_input,audio2_input,voice1,voice2,audio_auto,icon_first,icon_second,position_first,position_second,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second
st1_sec8_e0426a,11,ast1_sec8_r02,,Let's visit Grandma this weekend!,Yes! I miss her so much.,今週末おばあちゃんに会いに行こうよ！,うん！すごく会いたかったんだ。,visit,2,Let's visit Grandma this weekend!,1-8-6,1-8-6,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Let's visit Grandma this weekend!,Let's|visit|Grandma|this|weekend!,1-8-6-a.mp3,1-8-6-b.mp3
st1_sec8_e0426b,12,ast1_sec8_r02,,Let's visit Grandma this weekend!,Yes! I miss her so much.,今週末おばあちゃんに会いに行こうよ！,うん！すごく会いたかったんだ。,visit,1,Yes! I miss her so much.,1-8-6,1-8-6,Ivy,Ruth,2,user,05.png,right,left,Let's visit Grandma this weekend!,____________,Yes! I miss her so much.,Yes!|I|miss|her|so|much.,1-8-6-a.mp3,1-8-6-b.mp3
st1_sec8_e0427a,13,ast1_sec8_r02,,How many cookies did you eat?,Um... maybe five?,クッキー何個食べたの？,えっと…たぶん5個？,many,2,How many cookies did you eat?,1-8-7,1-8-7,Ivy,Ruth,1,user,05.png,right,left,____________,____________,How many cookies did you eat?,How|many|cookies|did|you|eat?,1-8-7-a.mp3,1-8-7-b.mp3
st1_sec8_e0427b,14,ast1_sec8_r02,,How many cookies did you eat?,Um... maybe five?,クッキー何個食べたの？,えっと…たぶん5個？,many,1,Um... maybe five?,1-8-7,1-8-7,Ivy,Ruth,2,user,05.png,right,left,How many cookies did you eat?,____________,Um... maybe five?,Um...|maybe|five?,1-8-7-a.mp3,1-8-7-b.mp3
st1_sec8_e0428a,15,ast1_sec8_r02,,Tell me a story before bed!,Okay! Once upon a time...,寝る前にお話して！,いいよ！むかしむかし…,story,2,Tell me a story before bed!,1-8-8,1-8-8,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Tell me a story before bed!,Tell|me|a|story|before|bed!,1-8-8-a.mp3,1-8-8-b.mp3
st1_sec8_e0428b,16,ast1_sec8_r02,,Tell me a story before bed!,Okay! Once upon a time...,寝る前にお話して！,いいよ！むかしむかし…,story,1,Okay! Once upon a time...,1-8-8,1-8-8,Ivy,Ruth,2,user,05.png,right,left,Tell me a story before bed!,____________,Okay! Once upon a time...,Okay!|Once|upon|a|time...,1-8-8-a.mp3,1-8-8-b.mp3
st1_sec8_e0429a,17,ast1_sec8_r02,,I'm so hungry!,Me too! Let's make sandwiches.,すごくお腹すいた！,私も！サンドイッチ作ろう。,hungry,2,I'm so hungry!,1-8-9,1-8-9,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm so hungry!,I'm|so|hungry!,1-8-9-a.mp3,1-8-9-b.mp3
st1_sec8_e0429b,18,ast1_sec8_r02,,I'm so hungry!,Me too! Let's make sandwiches.,すごくお腹すいた！,私も！サンドイッチ作ろう。,hungry,1,Me too! Let's make sandwiches.,1-8-9,1-8-9,Ivy,Ruth,2,user,05.png,right,left,I'm so hungry!,____________,Me too! Let's make sandwiches.,Me|too!|Let's|make|sandwiches.,1-8-9-a.mp3,1-8-9-b.mp3
st1_sec8_e0430a,19,ast1_sec8_r02,,Wait for me!,Hurry up! We're going to be late!,待ってよ！,急いで！遅れちゃうよ！,wait,2,Wait for me!,1-8-10,1-8-10,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Wait for me!,Wait|for|me!,1-8-10-a.mp3,1-8-10-b.mp3
st1_sec8_e0430b,20,ast1_sec8_r02,,Wait for me!,Hurry up! We're going to be late!,待ってよ！,急いで！遅れちゃうよ！,wait,1,Hurry up! We're going to be late!,1-8-10,1-8-10,Ivy,Ruth,2,user,05.png,right,left,Wait for me!,____________,Hurry up! We're going to be late!,Hurry|up!|We're|going|to|be|late!,1-8-10-a.mp3,1-8-10-b.mp3
st1_sec8_e0431a,21,ast1_sec8_r03,,You know what? I love rainy days.,Really? I like sunny days better.,あのね、私、雨の日が好きなんだ。,ほんと？私は晴れの日のほうが好きだな。,you know,2,You know what? I love rainy days.,1-8-11,1-8-11,Ivy,Ruth,1,user,05.png,right,left,____________,____________,You know what? I love rainy days.,You|know|what?|I|love|rainy|days.,1-8-11-a.mp3,1-8-11-b.mp3
st1_sec8_e0431b,22,ast1_sec8_r03,,You know what? I love rainy days.,Really? I like sunny days better.,あのね、私、雨の日が好きなんだ。,ほんと？私は晴れの日のほうが好きだな。,you know,1,Really? I like sunny days better.,1-8-11,1-8-11,Ivy,Ruth,2,user,05.png,right,left,You know what? I love rainy days.,____________,Really? I like sunny days better.,Really?|I|like|sunny|days|better.,1-8-11-a.mp3,1-8-11-b.mp3
st1_sec8_e0432a,23,ast1_sec8_r03,,Let's do our homework together!,Yes! It's more fun that way.,一緒に宿題やろうよ！,うん！そのほうが楽しいもんね。,together,2,Let's do our homework together!,1-8-12,1-8-12,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Let's do our homework together!,Let's|do|our|homework|together!,1-8-12-a.mp3,1-8-12-b.mp3
st1_sec8_e0432b,24,ast1_sec8_r03,,Let's do our homework together!,Yes! It's more fun that way.,一緒に宿題やろうよ！,うん！そのほうが楽しいもんね。,together,1,Yes! It's more fun that way.,1-8-12,1-8-12,Ivy,Ruth,2,user,05.png,right,left,Let's do our homework together!,____________,Yes! It's more fun that way.,Yes!|It's|more|fun|that|way.,1-8-12-a.mp3,1-8-12-b.mp3
st1_sec8_e0433a,25,ast1_sec8_r03,,Do you like our new school?,Yes! The library is so big!,新しい学校、好き？,うん！図書室がすごく大きいの！,school,2,Do you like our new school?,1-8-13,1-8-13,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Do you like our new school?,Do|you|like|our|new|school?,1-8-13-a.mp3,1-8-13-b.mp3
st1_sec8_e0433b,26,ast1_sec8_r03,,Do you like our new school?,Yes! The library is so big!,新しい学校、好き？,うん！図書室がすごく大きいの！,school,1,Yes! The library is so big!,1-8-13,1-8-13,Ivy,Ruth,2,user,05.png,right,left,Do you like our new school?,____________,Yes! The library is so big!,Yes!|The|library|is|so|big!,1-8-13-a.mp3,1-8-13-b.mp3
st1_sec8_e0434a,27,ast1_sec8_r03,,I usually wake up at seven.,"Wow, that's early!",私はいつも7時に起きるよ。,わぁ、早いね！,usually,2,I usually wake up at seven.,1-8-14,1-8-14,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I usually wake up at seven.,I|usually|wake|up|at|seven.,1-8-14-a.mp3,1-8-14-b.mp3
st1_sec8_e0434b,28,ast1_sec8_r03,,I usually wake up at seven.,"Wow, that's early!",私はいつも7時に起きるよ。,わぁ、早いね！,usually,1,"Wow, that's early!",1-8-14,1-8-14,Ivy,Ruth,2,user,05.png,right,left,I usually wake up at seven.,____________,"Wow, that's early!","Wow,|that's|early!",1-8-14-a.mp3,1-8-14-b.mp3
st1_sec8_e0435a,29,ast1_sec8_r03,,What's wrong? You look sad.,I lost my favorite toy.,どうしたの？悲しそうだよ。,お気に入りのおもちゃをなくしちゃったの。,What's wrong?,2,What's wrong? You look sad.,1-8-15,1-8-15,Ivy,Ruth,1,user,05.png,right,left,____________,____________,What's wrong? You look sad.,What's|wrong?|You|look|sad.,1-8-15-a.mp3,1-8-15-b.mp3
st1_sec8_e0435b,30,ast1_sec8_r03,,What's wrong? You look sad.,I lost my favorite toy.,どうしたの？悲しそうだよ。,お気に入りのおもちゃをなくしちゃったの。,What's wrong?,1,I lost my favorite toy.,1-8-15,1-8-15,Ivy,Ruth,2,user,05.png,right,left,What's wrong? You look sad.,____________,I lost my favorite toy.,I|lost|my|favorite|toy.,1-8-15-a.mp3,1-8-15-b.mp3
st1_sec8_e0436a,31,ast1_sec8_r04,,This cake is really good!,Thanks! I made it myself.,このケーキ、本当においしい！,ありがとう！自分で作ったんだ。,really,2,This cake is really good!,1-8-16,1-8-16,Ivy,Ruth,1,user,05.png,right,left,____________,____________,This cake is really good!,This|cake|is|really|good!,1-8-16-a.mp3,1-8-16-b.mp3
st1_sec8_e0436b,32,ast1_sec8_r04,,This cake is really good!,Thanks! I made it myself.,このケーキ、本当においしい！,ありがとう！自分で作ったんだ。,really,1,Thanks! I made it myself.,1-8-16,1-8-16,Ivy,Ruth,2,user,05.png,right,left,This cake is really good!,____________,Thanks! I made it myself.,Thanks!|I|made|it|myself.,1-8-16-a.mp3,1-8-16-b.mp3
st1_sec8_e0437a,33,ast1_sec8_r04,,I'm so tired after the game.,Me too! Let's take a break.,試合のあとですごく疲れた。,私も！ちょっと休もう。,tired,2,I'm so tired after the game.,1-8-17,1-8-17,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm so tired after the game.,I'm|so|tired|after|the|game.,1-8-17-a.mp3,1-8-17-b.mp3
st1_sec8_e0437b,34,ast1_sec8_r04,,I'm so tired after the game.,Me too! Let's take a break.,試合のあとですごく疲れた。,私も！ちょっと休もう。,tired,1,Me too! Let's take a break.,1-8-17,1-8-17,Ivy,Ruth,2,user,05.png,right,left,I'm so tired after the game.,____________,Me too! Let's take a break.,Me|too!|Let's|take|a|break.,1-8-17-a.mp3,1-8-17-b.mp3
st1_sec8_e0438a,35,ast1_sec8_r04,,This is such a fun day!,I know! Let's do it again!,今日は本当に楽しい一日だね！,ほんと！また今度やろう！,such,2,This is such a fun day!,1-8-18,1-8-18,Ivy,Ruth,1,user,05.png,right,left,____________,____________,This is such a fun day!,This|is|such|a|fun|day!,1-8-18-a.mp3,1-8-18-b.mp3
st1_sec8_e0438b,36,ast1_sec8_r04,,This is such a fun day!,I know! Let's do it again!,今日は本当に楽しい一日だね！,ほんと！また今度やろう！,such,1,I know! Let's do it again!,1-8-18,1-8-18,Ivy,Ruth,2,user,05.png,right,left,This is such a fun day!,____________,I know! Let's do it again!,I|know!|Let's|do|it|again!,1-8-18-a.mp3,1-8-18-b.mp3
st1_sec8_e0439a,37,ast1_sec8_r04,,Can you show me your drawing?,Sure! I drew a big dragon!,あなたの絵、見せてくれる？,いいよ！大きなドラゴンを描いたんだ！,show,2,Can you show me your drawing?,1-8-19,1-8-19,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Can you show me your drawing?,Can|you|show|me|your|drawing?,1-8-19-a.mp3,1-8-19-b.mp3
st1_sec8_e0439b,38,ast1_sec8_r04,,Can you show me your drawing?,Sure! I drew a big dragon!,あなたの絵、見せてくれる？,いいよ！大きなドラゴンを描いたんだ！,show,1,Sure! I drew a big dragon!,1-8-19,1-8-19,Ivy,Ruth,2,user,05.png,right,left,Can you show me your drawing?,____________,Sure! I drew a big dragon!,Sure!|I|drew|a|big|dragon!,1-8-19-a.mp3,1-8-19-b.mp3
st1_sec8_e0440a,39,ast1_sec8_r04,,This blanket is so warm!,I know! I don't want to get up.,この毛布、すごくあったかい！,ほんと！起きたくないね。,warm,2,This blanket is so warm!,1-8-20,1-8-20,Ivy,Ruth,1,user,05.png,right,left,____________,____________,This blanket is so warm!,This|blanket|is|so|warm!,1-8-20-a.mp3,1-8-20-b.mp3
st1_sec8_e0440b,40,ast1_sec8_r04,,This blanket is so warm!,I know! I don't want to get up.,この毛布、すごくあったかい！,ほんと！起きたくないね。,warm,1,I know! I don't want to get up.,1-8-20,1-8-20,Ivy,Ruth,2,user,05.png,right,left,This blanket is so warm!,____________,I know! I don't want to get up.,I|know!|I|don't|want|to|get|up.,1-8-20-a.mp3,1-8-20-b.mp3
st1_sec8_e0441a,41,ast1_sec8_r05,,Can we have pizza tonight?,Sure! That sounds great!,今夜ピザにしてもいい？,いいよ！いいね！,tonight,2,Can we have pizza tonight?,1-8-21,1-8-21,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Can we have pizza tonight?,Can|we|have|pizza|tonight?,1-8-21-a.mp3,1-8-21-b.mp3
st1_sec8_e0441b,42,ast1_sec8_r05,,Can we have pizza tonight?,Sure! That sounds great!,今夜ピザにしてもいい？,いいよ！いいね！,tonight,1,Sure! That sounds great!,1-8-21,1-8-21,Ivy,Ruth,2,user,05.png,right,left,Can we have pizza tonight?,____________,Sure! That sounds great!,Sure!|That|sounds|great!,1-8-21-a.mp3,1-8-21-b.mp3
st1_sec8_e0442a,43,ast1_sec8_r05,,You can keep this book!,Really? Thank you so much!,この本、あげるよ（持ってていいよ）！,ほんと？ほんとありがとう！,keep,2,You can keep this book!,1-8-22,1-8-22,Ivy,Ruth,1,user,05.png,right,left,____________,____________,You can keep this book!,You|can|keep|this|book!,1-8-22-a.mp3,1-8-22-b.mp3
st1_sec8_e0442b,44,ast1_sec8_r05,,You can keep this book!,Really? Thank you so much!,この本、あげるよ（持ってていいよ）！,ほんと？ほんとありがとう！,keep,1,Really? Thank you so much!,1-8-22,1-8-22,Ivy,Ruth,2,user,05.png,right,left,You can keep this book!,____________,Really? Thank you so much!,Really?|Thank|you|so|much!,1-8-22-a.mp3,1-8-22-b.mp3
