question_id,question_no,round_id,lesson_id,sentence1_origin,sentence2_origin,sentence_first_ja,sentence_second_ja,highlight_word,bubble_gray,chip_input,audio1_input,audio2_input,voice1,voice2,audio_auto,icon_first,icon_second,position_first,position_second,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second
st1_sec6_e0306a,11,ast1_sec6_r02,,Be careful! Don't fall off the swing!,"Okay, I'll hold on tight!",気をつけて!ブランコから落ちないでね！,うん、しっかりつかまる！,fall,2,Be careful! Don't fall off the swing!,1-6-6,1-6-6,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Be careful! Don't fall off the swing!,Be|careful!|Don't|fall|off|the|swing!,1-6-6-a.mp3,1-6-6-b.mp3
st1_sec6_e0306b,12,ast1_sec6_r02,,Be careful! Don't fall off the swing!,"Okay, I'll hold on tight!",気をつけて!ブランコから落ちないでね！,うん、しっかりつかまる！,fall,1,"Okay, I'll hold on tight!",1-6-6,1-6-6,Ivy,Ruth,2,user,05.png,right,left,Be careful! Don't fall off the swing!,____________,"Okay, I'll hold on tight!","Okay,|I'll|hold|on|tight!",1-6-6-a.mp3,1-6-6-b.mp3
st1_sec6_e0307a,13,ast1_sec6_r02,,Can you teach me how to swim?,Sure! It's not that hard.,泳ぎ方を教えてくれる？,いいよ!そんなに難しくないから。,how to,2,Can you teach me how to swim?,1-6-7,1-6-7,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Can you teach me how to swim?,Can|you|teach|me|how|to|swim?,1-6-7-a.mp3,1-6-7-b.mp3
st1_sec6_e0307b,14,ast1_sec6_r02,,Can you teach me how to swim?,Sure! It's not that hard.,泳ぎ方を教えてくれる？,いいよ!そんなに難しくないから。,how to,1,Sure! It's not that hard.,1-6-7,1-6-7,Ivy,Ruth,2,user,05.png,right,left,Can you teach me how to swim?,____________,Sure! It's not that hard.,Sure!|It's|not|that|hard.,1-6-7-a.mp3,1-6-7-b.mp3
st1_sec6_e0308a,15,ast1_sec6_r02,,I'm going to die if I don't get water!,"Haha, you're being so dramatic!",水飲まないと死んじゃう！,あはは、大げさだなぁ！,die,2,I'm going to die if I don't get water!,1-6-8,1-6-8,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm going to die if I don't get water!,I'm|going|to|die|if|I|don't|get|water!,1-6-8-a.mp3,1-6-8-b.mp3
st1_sec6_e0308b,16,ast1_sec6_r02,,I'm going to die if I don't get water!,"Haha, you're being so dramatic!",水飲まないと死んじゃう！,あはは、大げさだなぁ！,die,1,"Haha, you're being so dramatic!",1-6-8,1-6-8,Ivy,Ruth,2,user,05.png,right,left,I'm going to die if I don't get water!,____________,"Haha, you're being so dramatic!","Haha,|you're|being|so|dramatic!",1-6-8-a.mp3,1-6-8-b.mp3
st1_sec6_e0309a,17,ast1_sec6_r02,,I think recess is the best part of school!,I agree. Playing outside is so fun.,休み時間が学校で一番いいと思う！,賛成。外で遊ぶの楽しいもんね。,I agree.,2,I think recess is the best part of school!,1-6-9,1-6-9,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I think recess is the best part of school!,I|think|recess|is|the|best|part|of|school!,1-6-9-a.mp3,1-6-9-b.mp3
st1_sec6_e0309b,18,ast1_sec6_r02,,I think recess is the best part of school!,I agree. Playing outside is so fun.,休み時間が学校で一番いいと思う！,賛成。外で遊ぶの楽しいもんね。,I agree.,1,I agree. Playing outside is so fun.,1-6-9,1-6-9,Ivy,Ruth,2,user,05.png,right,left,I think recess is the best part of school!,____________,I agree. Playing outside is so fun.,I|agree.|Playing|outside|is|so|fun.,1-6-9-a.mp3,1-6-9-b.mp3
st1_sec6_e0310a,19,ast1_sec6_r02,,Help yourself to the cookies!,Thanks! These look so good!,クッキー、好きなだけ食べてね！,ありがとう!すごくおいしそう！,Help yourself,2,Help yourself to the cookies!,1-6-10,1-6-10,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Help yourself to the cookies!,Help|yourself|to|the|cookies!,1-6-10-a.mp3,1-6-10-b.mp3
st1_sec6_e0310b,20,ast1_sec6_r02,,Help yourself to the cookies!,Thanks! These look so good!,クッキー、好きなだけ食べてね！,ありがとう!すごくおいしそう！,Help yourself,1,Thanks! These look so good!,1-6-10,1-6-10,Ivy,Ruth,2,user,05.png,right,left,Help yourself to the cookies!,____________,Thanks! These look so good!,Thanks!|These|look|so|good!,1-6-10-a.mp3,1-6-10-b.mp3
st1_sec6_e0311a,21,ast1_sec6_r03,,I don't know the answer to this question.,Let me help you. It's not that hard!,この問題の答えがわからないよ。,手伝ってあげる。そんなに難しくないよ！,answer,2,I don't know the answer to this question.,1-6-11,1-6-11,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I don't know the answer to this question.,I|don't|know|the|answer|to|this|question.,1-6-11-a.mp3,1-6-11-b.mp3
st1_sec6_e0311b,22,ast1_sec6_r03,,I don't know the answer to this question.,Let me help you. It's not that hard!,この問題の答えがわからないよ。,手伝ってあげる。そんなに難しくないよ！,answer,1,Let me help you. It's not that hard!,1-6-11,1-6-11,Ivy,Ruth,2,user,05.png,right,left,I don't know the answer to this question.,____________,Let me help you. It's not that hard!,Let|me|help|you.|It's|not|that|hard!,1-6-11-a.mp3,1-6-11-b.mp3
st1_sec6_e0312a,23,ast1_sec6_r03,,Where do you live?,Right next to the park!,どこに住んでるの？,公園のすぐ隣だよ！,live,2,Where do you live?,1-6-12,1-6-12,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Where do you live?,Where|do|you|live?,1-6-12-a.mp3,1-6-12-b.mp3
st1_sec6_e0312b,24,ast1_sec6_r03,,Where do you live?,Right next to the park!,どこに住んでるの？,公園のすぐ隣だよ！,live,1,Right next to the park!,1-6-12,1-6-12,Ivy,Ruth,2,user,05.png,right,left,Where do you live?,____________,Right next to the park!,Right|next|to|the|park!,1-6-12-a.mp3,1-6-12-b.mp3
st1_sec6_e0313a,25,ast1_sec6_r03,,"Whoa, this toy is so expensive!",Maybe ask for it for your birthday.,うわ、このおもちゃすごく高い！,誕生日にお願いしてみたら？,expensive,2,"Whoa, this toy is so expensive!",1-6-13,1-6-13,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Whoa, this toy is so expensive!","Whoa,|this|toy|is|so|expensive!",1-6-13-a.mp3,1-6-13-b.mp3
st1_sec6_e0313b,26,ast1_sec6_r03,,"Whoa, this toy is so expensive!",Maybe ask for it for your birthday.,うわ、このおもちゃすごく高い！,誕生日にお願いしてみたら？,expensive,1,Maybe ask for it for your birthday.,1-6-13,1-6-13,Ivy,Ruth,2,user,05.png,right,left,"Whoa, this toy is so expensive!",____________,Maybe ask for it for your birthday.,Maybe|ask|for|it|for|your|birthday.,1-6-13-a.mp3,1-6-13-b.mp3
st1_sec6_e0314a,27,ast1_sec6_r03,,"Hey, what's up?",Just hanging out with my brother.,やあ、調子どう？,弟とのんびりしてるとこ。,What's up?,2,"Hey, what's up?",1-6-14,1-6-14,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Hey, what's up?","Hey,|what's|up?",1-6-14-a.mp3,1-6-14-b.mp3
st1_sec6_e0314b,28,ast1_sec6_r03,,"Hey, what's up?",Just hanging out with my brother.,やあ、調子どう？,弟とのんびりしてるとこ。,What's up?,1,Just hanging out with my brother.,1-6-14,1-6-14,Ivy,Ruth,2,user,05.png,right,left,"Hey, what's up?",____________,Just hanging out with my brother.,Just|hanging|out|with|my|brother.,1-6-14-a.mp3,1-6-14-b.mp3
st1_sec6_e0315a,29,ast1_sec6_r03,,I played video games all day.,"Wow, didn't your mom get mad?",一日中ゲームしてたんだ。,わぁ、ママに怒られなかった？,all day,2,I played video games all day.,1-6-15,1-6-15,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I played video games all day.,I|played|video|games|all|day.,1-6-15-a.mp3,1-6-15-b.mp3
st1_sec6_e0315b,30,ast1_sec6_r03,,I played video games all day.,"Wow, didn't your mom get mad?",一日中ゲームしてたんだ。,わぁ、ママに怒られなかった？,all day,1,"Wow, didn't your mom get mad?",1-6-15,1-6-15,Ivy,Ruth,2,user,05.png,right,left,I played video games all day.,____________,"Wow, didn't your mom get mad?","Wow,|didn't|your|mom|get|mad?",1-6-15-a.mp3,1-6-15-b.mp3
st1_sec6_e0316a,31,ast1_sec6_r04,,Thanks for lending me your eraser!,No problem! Anytime.,消しゴム貸してくれてありがとう！,どういたしまして!いつでもどうぞ。,No problem,2,Thanks for lending me your eraser!,1-6-16,1-6-16,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Thanks for lending me your eraser!,Thanks|for|lending|me|your|eraser!,1-6-16-a.mp3,1-6-16-b.mp3
st1_sec6_e0316b,32,ast1_sec6_r04,,Thanks for lending me your eraser!,No problem! Anytime.,消しゴム貸してくれてありがとう！,どういたしまして!いつでもどうぞ。,No problem,1,No problem! Anytime.,1-6-16,1-6-16,Ivy,Ruth,2,user,05.png,right,left,Thanks for lending me your eraser!,____________,No problem! Anytime.,No|problem!|Anytime.,1-6-16-a.mp3,1-6-16-b.mp3
st1_sec6_e0317a,33,ast1_sec6_r04,,"Look, I got 100 on my spelling test!",Great job! I'm proud of you!,見て、つづりのテストで100点取ったよ！,すごいね!えらいぞ！,Great job,2,"Look, I got 100 on my spelling test!",1-6-17,1-6-17,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Look, I got 100 on my spelling test!","Look,|I|got|100|on|my|spelling|test!",1-6-17-a.mp3,1-6-17-b.mp3
st1_sec6_e0317b,34,ast1_sec6_r04,,"Look, I got 100 on my spelling test!",Great job! I'm proud of you!,見て、つづりのテストで100点取ったよ！,すごいね!えらいぞ！,Great job,1,Great job! I'm proud of you!,1-6-17,1-6-17,Ivy,Ruth,2,user,05.png,right,left,"Look, I got 100 on my spelling test!",____________,Great job! I'm proud of you!,Great|job!|I'm|proud|of|you!,1-6-17-a.mp3,1-6-17-b.mp3
st1_sec6_e0318a,35,ast1_sec6_r04,,I don't want to walk home alone.,"Don't worry, I'll come with you!",一人で家まで帰りたくないな。,大丈夫、一緒に行ってあげる！,alone,2,I don't want to walk home alone.,1-6-18,1-6-18,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I don't want to walk home alone.,I|don't|want|to|walk|home|alone.,1-6-18-a.mp3,1-6-18-b.mp3
st1_sec6_e0318b,36,ast1_sec6_r04,,I don't want to walk home alone.,"Don't worry, I'll come with you!",一人で家まで帰りたくないな。,大丈夫、一緒に行ってあげる！,alone,1,"Don't worry, I'll come with you!",1-6-18,1-6-18,Ivy,Ruth,2,user,05.png,right,left,I don't want to walk home alone.,____________,"Don't worry, I'll come with you!","Don't|worry,|I'll|come|with|you!",1-6-18-a.mp3,1-6-18-b.mp3
st1_sec6_e0319a,37,ast1_sec6_r04,,Welcome to my new house!,"Wow, it's so big! Show me around!",私の新しい家へようこそ！,わぁ、すごく大きい!案内して！,welcome,2,Welcome to my new house!,1-6-19,1-6-19,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Welcome to my new house!,Welcome|to|my|new|house!,1-6-19-a.mp3,1-6-19-b.mp3
st1_sec6_e0319b,38,ast1_sec6_r04,,Welcome to my new house!,"Wow, it's so big! Show me around!",私の新しい家へようこそ！,わぁ、すごく大きい!案内して！,welcome,1,"Wow, it's so big! Show me around!",1-6-19,1-6-19,Ivy,Ruth,2,user,05.png,right,left,Welcome to my new house!,____________,"Wow, it's so big! Show me around!","Wow,|it's|so|big!|Show|me|around!",1-6-19-a.mp3,1-6-19-b.mp3
st1_sec6_e0320a,39,ast1_sec6_r04,,Look at that big dog!,"Whoa, it's huge! Is it friendly?",あの大きな犬を見て！,わぁ、でかい!人に優しいのかな？,big,2,Look at that big dog!,1-6-20,1-6-20,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Look at that big dog!,Look|at|that|big|dog!,1-6-20-a.mp3,1-6-20-b.mp3
st1_sec6_e0320b,40,ast1_sec6_r04,,Look at that big dog!,"Whoa, it's huge! Is it friendly?",あの大きな犬を見て！,わぁ、でかい!人に優しいのかな？,big,1,"Whoa, it's huge! Is it friendly?",1-6-20,1-6-20,Ivy,Ruth,2,user,05.png,right,left,Look at that big dog!,____________,"Whoa, it's huge! Is it friendly?","Whoa,|it's|huge!|Is|it|friendly?",1-6-20-a.mp3,1-6-20-b.mp3
st1_sec6_e0321a,41,ast1_sec6_r05,,Look behind you! There's a butterfly!,"Wow, so pretty! I want to catch it!",後ろを見て!ちょうちょがいるよ！,わぁ、きれい!つかまえたい！,behind,2,Look behind you! There's a butterfly!,1-6-21,1-6-21,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Look behind you! There's a butterfly!,Look|behind|you!|There's|a|butterfly!,1-6-21-a.mp3,1-6-21-b.mp3
st1_sec6_e0321b,42,ast1_sec6_r05,,Look behind you! There's a butterfly!,"Wow, so pretty! I want to catch it!",後ろを見て!ちょうちょがいるよ！,わぁ、きれい!つかまえたい！,behind,1,"Wow, so pretty! I want to catch it!",1-6-21,1-6-21,Ivy,Ruth,2,user,05.png,right,left,Look behind you! There's a butterfly!,____________,"Wow, so pretty! I want to catch it!","Wow,|so|pretty!|I|want|to|catch|it!",1-6-21-a.mp3,1-6-21-b.mp3
st1_sec6_e0322a,43,ast1_sec6_r05,,Can I sit next to you?,Sure! Come over here.,隣に座ってもいい？,いいよ!こっちおいで。,next to ~,2,Can I sit next to you?,1-6-22,1-6-22,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Can I sit next to you?,Can|I|sit|next|to|you?,1-6-22-a.mp3,1-6-22-b.mp3
st1_sec6_e0322b,44,ast1_sec6_r05,,Can I sit next to you?,Sure! Come over here.,隣に座ってもいい？,いいよ!こっちおいで。,next to ~,1,Sure! Come over here.,1-6-22,1-6-22,Ivy,Ruth,2,user,05.png,right,left,Can I sit next to you?,____________,Sure! Come over here.,Sure!|Come|over|here.,1-6-22-a.mp3,1-6-22-b.mp3
st1_sec6_e0323a,45,ast1_sec6_r05,,I think that this puzzle is too hard for me.,Don't give up! Try one more time.,このパズル、私には難しすぎると思う。,あきらめないで!もう一回やってみて。,think,2,I think that this puzzle is too hard for me.,1-6-23,1-6-23,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I think that this puzzle is too hard for me.,I|think|that|this|puzzle|is|too|hard|for|me.,1-6-23-a.mp3,1-6-23-b.mp3
st1_sec6_e0323b,46,ast1_sec6_r05,,I think that this puzzle is too hard for me.,Don't give up! Try one more time.,このパズル、私には難しすぎると思う。,あきらめないで!もう一回やってみて。,think,1,Don't give up! Try one more time.,1-6-23,1-6-23,Ivy,Ruth,2,user,05.png,right,left,I think that this puzzle is too hard for me.,____________,Don't give up! Try one more time.,Don't|give|up!|Try|one|more|time.,1-6-23-a.mp3,1-6-23-b.mp3
st1_sec6_e0324a,47,ast1_sec6_r05,,Hurry up and get dressed! We're late!,I'm coming! Just need to find my socks.,早く着替えて!遅れちゃうよ！,今行く!靴下を探してるだけ。,get dressed,2,Hurry up and get dressed! We're late!,1-6-24,1-6-24,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Hurry up and get dressed! We're late!,Hurry|up|and|get|dressed!|We're|late!,1-6-24-a.mp3,1-6-24-b.mp3
st1_sec6_e0324b,48,ast1_sec6_r05,,Hurry up and get dressed! We're late!,I'm coming! Just need to find my socks.,早く着替えて!遅れちゃうよ！,今行く!靴下を探してるだけ。,get dressed,1,I'm coming! Just need to find my socks.,1-6-24,1-6-24,Ivy,Ruth,2,user,05.png,right,left,Hurry up and get dressed! We're late!,____________,I'm coming! Just need to find my socks.,I'm|coming!|Just|need|to|find|my|socks.,1-6-24-a.mp3,1-6-24-b.mp3
st1_sec6_e0325a,49,ast1_sec6_r05,,My hair is too short. I miss it long.,"Don't worry, it will grow back fast.",髪が短すぎる。長いほうがよかったな。,大丈夫、すぐに伸びるよ。,short,2,My hair is too short. I miss it long.,1-6-25,1-6-25,Ivy,Ruth,1,user,05.png,right,left,____________,____________,My hair is too short. I miss it long.,My|hair|is|too|short.|I|miss|it|long.,1-6-25-a.mp3,1-6-25-b.mp3
st1_sec6_e0325b,50,ast1_sec6_r05,,My hair is too short. I miss it long.,"Don't worry, it will grow back fast.",髪が短すぎる。長いほうがよかったな。,大丈夫、すぐに伸びるよ。,short,1,"Don't worry, it will grow back fast.",1-6-25,1-6-25,Ivy,Ruth,2,user,05.png,right,left,My hair is too short. I miss it long.,____________,"Don't worry, it will grow back fast.","Don't|worry,|it|will|grow|back|fast.",1-6-25-a.mp3,1-6-25-b.mp3
st1_sec6_e0326a,51,ast1_sec6_r06,,I love chocolate ice cream. What about you?,Strawberry! It's the best!,私はチョコアイスが好き。きみは？,いちご!最高だよね！,What about you?,2,I love chocolate ice cream. What about you?,1-6-26,1-6-26,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I love chocolate ice cream. What about you?,I|love|chocolate|ice|cream.|What|about|you?,1-6-26-a.mp3,1-6-26-b.mp3
st1_sec6_e0326b,52,ast1_sec6_r06,,I love chocolate ice cream. What about you?,Strawberry! It's the best!,私はチョコアイスが好き。きみは？,いちご!最高だよね！,What about you?,1,Strawberry! It's the best!,1-6-26,1-6-26,Ivy,Ruth,2,user,05.png,right,left,I love chocolate ice cream. What about you?,____________,Strawberry! It's the best!,Strawberry!|It's|the|best!,1-6-26-a.mp3,1-6-26-b.mp3
st1_sec6_e0327a,53,ast1_sec6_r06,,Don't go outside without a coat. You'll get sick!,"Okay, Mom! I'm getting it now.",コートなしで外に出ちゃダメ!風邪ひくよ！,はーい、ママ!今着るよ。,get sick,2,Don't go outside without a coat. You'll get sick!,1-6-27,1-6-27,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Don't go outside without a coat. You'll get sick!,Don't|go|outside|without|a|coat.|You'll|get|sick!,1-6-27-a.mp3,1-6-27-b.mp3
st1_sec6_e0327b,54,ast1_sec6_r06,,Don't go outside without a coat. You'll get sick!,"Okay, Mom! I'm getting it now.",コートなしで外に出ちゃダメ!風邪ひくよ！,はーい、ママ!今着るよ。,get sick,1,"Okay, Mom! I'm getting it now.",1-6-27,1-6-27,Ivy,Ruth,2,user,05.png,right,left,Don't go outside without a coat. You'll get sick!,____________,"Okay, Mom! I'm getting it now.","Okay,|Mom!|I'm|getting|it|now.",1-6-27-a.mp3,1-6-27-b.mp3
st1_sec6_e0328a,55,ast1_sec6_r06,,I'm so nervous about my piano test.,Good luck! You'll do great!,ピアノのテスト、すごく緊張する。,がんばって!きっとうまくいくよ！,Good luck!,2,I'm so nervous about my piano test.,1-6-28,1-6-28,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm so nervous about my piano test.,I'm|so|nervous|about|my|piano|test.,1-6-28-a.mp3,1-6-28-b.mp3
st1_sec6_e0328b,56,ast1_sec6_r06,,I'm so nervous about my piano test.,Good luck! You'll do great!,ピアノのテスト、すごく緊張する。,がんばって!きっとうまくいくよ！,Good luck!,1,Good luck! You'll do great!,1-6-28,1-6-28,Ivy,Ruth,2,user,05.png,right,left,I'm so nervous about my piano test.,____________,Good luck! You'll do great!,Good|luck!|You'll|do|great!,1-6-28-a.mp3,1-6-28-b.mp3
st1_sec6_e0329a,57,ast1_sec6_r06,,"Oh no, this poor little kitten is lost.",Let's help find its mom!,あぁ、このかわいそうな子猫、迷子だ。,ママを探すの手伝おうよ！,poor,2,"Oh no, this poor little kitten is lost.",1-6-29,1-6-29,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Oh no, this poor little kitten is lost.","Oh|no,|this|poor|little|kitten|is|lost.",1-6-29-a.mp3,1-6-29-b.mp3
st1_sec6_e0329b,58,ast1_sec6_r06,,"Oh no, this poor little kitten is lost.",Let's help find its mom!,あぁ、このかわいそうな子猫、迷子だ。,ママを探すの手伝おうよ！,poor,1,Let's help find its mom!,1-6-29,1-6-29,Ivy,Ruth,2,user,05.png,right,left,"Oh no, this poor little kitten is lost.",____________,Let's help find its mom!,Let's|help|find|its|mom!,1-6-29-a.mp3,1-6-29-b.mp3
st1_sec6_e0330a,59,ast1_sec6_r06,,I'm kind of tired today.,Want to rest before we play?,今日はちょっと疲れてるんだ。,遊ぶ前に休む？,kind of,2,I'm kind of tired today.,1-6-30,1-6-30,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm kind of tired today.,I'm|kind|of|tired|today.,1-6-30-a.mp3,1-6-30-b.mp3
st1_sec6_e0330b,60,ast1_sec6_r06,,I'm kind of tired today.,Want to rest before we play?,今日はちょっと疲れてるんだ。,遊ぶ前に休む？,kind of,1,Want to rest before we play?,1-6-30,1-6-30,Ivy,Ruth,2,user,05.png,right,left,I'm kind of tired today.,____________,Want to rest before we play?,Want|to|rest|before|we|play?,1-6-30-a.mp3,1-6-30-b.mp3
st1_sec6_e0331a,61,ast1_sec6_r07,,Can we watch this movie again?,Again?! We just saw it yesterday!,この映画もう一回見ていい？,また?昨日見たばっかりじゃん！,again,2,Can we watch this movie again?,1-6-31,1-6-31,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Can we watch this movie again?,Can|we|watch|this|movie|again?,1-6-31-a.mp3,1-6-31-b.mp3
st1_sec6_e0331b,62,ast1_sec6_r07,,Can we watch this movie again?,Again?! We just saw it yesterday!,この映画もう一回見ていい？,また?昨日見たばっかりじゃん！,again,1,Again?! We just saw it yesterday!,1-6-31,1-6-31,Ivy,Ruth,2,user,05.png,right,left,Can we watch this movie again?,____________,Again?! We just saw it yesterday!,Again?!|We|just|saw|it|yesterday!,1-6-31-a.mp3,1-6-31-b.mp3
st1_sec6_e0332a,63,ast1_sec6_r07,,"Be careful, this ceiling is very low!","Oops, I almost hit my head!",気をつけて、この天井すごく低いよ！,うわ、危うく頭ぶつけるとこだった！,low,2,"Be careful, this ceiling is very low!",1-6-32,1-6-32,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Be careful, this ceiling is very low!","Be|careful,|this|ceiling|is|very|low!",1-6-32-a.mp3,1-6-32-b.mp3
st1_sec6_e0332b,64,ast1_sec6_r07,,"Be careful, this ceiling is very low!","Oops, I almost hit my head!",気をつけて、この天井すごく低いよ！,うわ、危うく頭ぶつけるとこだった！,low,1,"Oops, I almost hit my head!",1-6-32,1-6-32,Ivy,Ruth,2,user,05.png,right,left,"Be careful, this ceiling is very low!",____________,"Oops, I almost hit my head!","Oops,|I|almost|hit|my|head!",1-6-32-a.mp3,1-6-32-b.mp3
st1_sec6_e0333a,65,ast1_sec6_r07,,What's your plan for Sunday?,I'm going to the zoo with my dad!,日曜の予定は何？,パパと動物園に行くんだ！,plan,2,What's your plan for Sunday?,1-6-33,1-6-33,Ivy,Ruth,1,user,05.png,right,left,____________,____________,What's your plan for Sunday?,What's|your|plan|for|Sunday?,1-6-33-a.mp3,1-6-33-b.mp3
st1_sec6_e0333b,66,ast1_sec6_r07,,What's your plan for Sunday?,I'm going to the zoo with my dad!,日曜の予定は何？,パパと動物園に行くんだ！,plan,1,I'm going to the zoo with my dad!,1-6-33,1-6-33,Ivy,Ruth,2,user,05.png,right,left,What's your plan for Sunday?,____________,I'm going to the zoo with my dad!,I'm|going|to|the|zoo|with|my|dad!,1-6-33-a.mp3,1-6-33-b.mp3
