question_id,question_no,round_id,lesson_id,sentence1_origin,sentence2_origin,sentence_first_ja,sentence_second_ja,highlight_word,bubble_gray,chip_input,audio1_input,audio2_input,voice1,voice2,audio_auto,icon_first,icon_second,position_first,position_second,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second
st1_sec2_e0067a,13,ast1_sec2_r02,,"Brrr, my hands are so cold!","Here, take my gloves.",ぶるぶる、手がすごく冷たい！,はい、私の手袋を使って。,cold,2,"Brrr, my hands are so cold!",1-2-7,1-2-7,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Brrr, my hands are so cold!","Brrr,|my|hands|are|so|cold!",1-2-7-a.mp3,1-2-7-b.mp3
st1_sec2_e0067b,14,ast1_sec2_r02,,"Brrr, my hands are so cold!","Here, take my gloves.",ぶるぶる、手がすごく冷たい！,はい、私の手袋を使って。,cold,1,"Here, take my gloves.",1-2-7,1-2-7,Ivy,Ruth,2,user,05.png,right,left,"Brrr, my hands are so cold!",____________,"Here, take my gloves.","Here,|take|my|gloves.",1-2-7-a.mp3,1-2-7-b.mp3
st1_sec2_e0068a,15,ast1_sec2_r02,,I like math the best of all subjects.,Really? It's so hard for me!,全科目の中で算数が一番好き。,ほんと？私にはすごく難しいよ！,like,2,I like math the best of all subjects.,1-2-8,1-2-8,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I like math the best of all subjects.,I|like|math|the|best|of|all|subjects.,1-2-8-a.mp3,1-2-8-b.mp3
st1_sec2_e0068b,16,ast1_sec2_r02,,I like math the best of all subjects.,Really? It's so hard for me!,全科目の中で算数が一番好き。,ほんと？私にはすごく難しいよ！,like,1,Really? It's so hard for me!,1-2-8,1-2-8,Ivy,Ruth,2,user,05.png,right,left,I like math the best of all subjects.,____________,Really? It's so hard for me!,Really?|It's|so|hard|for|me!,1-2-8-a.mp3,1-2-8-b.mp3
st1_sec2_e0069a,17,ast1_sec2_r02,,I've been waiting since 9 o'clock!,Sorry I'm late! The bus was slow.,9時からずっと待ってたんだよ！,遅れてごめん！バスが遅くて。,since,2,I've been waiting since 9 o'clock!,1-2-9,1-2-9,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I've been waiting since 9 o'clock!,I've|been|waiting|since|9|o'clock!,1-2-9-a.mp3,1-2-9-b.mp3
st1_sec2_e0069b,18,ast1_sec2_r02,,I've been waiting since 9 o'clock!,Sorry I'm late! The bus was slow.,9時からずっと待ってたんだよ！,遅れてごめん！バスが遅くて。,since,1,Sorry I'm late! The bus was slow.,1-2-9,1-2-9,Ivy,Ruth,2,user,05.png,right,left,I've been waiting since 9 o'clock!,____________,Sorry I'm late! The bus was slow.,Sorry|I'm|late!|The|bus|was|slow.,1-2-9-a.mp3,1-2-9-b.mp3
st1_sec2_e0070a,19,ast1_sec2_r02,,Let's have a party for Mom's birthday!,Yes! I'll make a cake!,ママの誕生日にパーティーしようよ！,うん！私がケーキ作るね！,have a party,2,Let's have a party for Mom's birthday!,1-2-10,1-2-10,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Let's have a party for Mom's birthday!,Let's|have|a|party|for|Mom's|birthday!,1-2-10-a.mp3,1-2-10-b.mp3
st1_sec2_e0070b,20,ast1_sec2_r02,,Let's have a party for Mom's birthday!,Yes! I'll make a cake!,ママの誕生日にパーティーしようよ！,うん！私がケーキ作るね！,have a party,1,Yes! I'll make a cake!,1-2-10,1-2-10,Ivy,Ruth,2,user,05.png,right,left,Let's have a party for Mom's birthday!,____________,Yes! I'll make a cake!,Yes!|I'll|make|a|cake!,1-2-10-a.mp3,1-2-10-b.mp3
st1_sec2_e0071a,21,ast1_sec2_r03,,I want to be able to swim like you!,I can teach you! It's not that hard.,きみみたいに泳げるようになりたいな！,教えてあげるよ！そんなに難しくないから。,able to,2,I want to be able to swim like you!,1-2-11,1-2-11,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I want to be able to swim like you!,I|want|to|be|able|to|swim|like|you!,1-2-11-a.mp3,1-2-11-b.mp3
st1_sec2_e0071b,22,ast1_sec2_r03,,I want to be able to swim like you!,I can teach you! It's not that hard.,きみみたいに泳げるようになりたいな！,教えてあげるよ！そんなに難しくないから。,able to,1,I can teach you! It's not that hard.,1-2-11,1-2-11,Ivy,Ruth,2,user,05.png,right,left,I want to be able to swim like you!,____________,I can teach you! It's not that hard.,I|can|teach|you!|It's|not|that|hard.,1-2-11-a.mp3,1-2-11-b.mp3
st1_sec2_e0072a,23,ast1_sec2_r03,,Are you free this Saturday?,Yes! Let's hang out!,今度の土曜、ひま？,うん！一緒に遊ぼう！,free,2,Are you free this Saturday?,1-2-12,1-2-12,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Are you free this Saturday?,Are|you|free|this|Saturday?,1-2-12-a.mp3,1-2-12-b.mp3
st1_sec2_e0072b,24,ast1_sec2_r03,,Are you free this Saturday?,Yes! Let's hang out!,今度の土曜、ひま？,うん！一緒に遊ぼう！,free,1,Yes! Let's hang out!,1-2-12,1-2-12,Ivy,Ruth,2,user,05.png,right,left,Are you free this Saturday?,____________,Yes! Let's hang out!,Yes!|Let's|hang|out!,1-2-12-a.mp3,1-2-12-b.mp3
st1_sec2_e0073a,25,ast1_sec2_r03,,"Wow, this cake is so delicious!",Right? My grandma made it!,わぁ、このケーキすごくおいしい！,でしょ？おばあちゃんが作ったんだ！,delicious,2,"Wow, this cake is so delicious!",1-2-13,1-2-13,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Wow, this cake is so delicious!","Wow,|this|cake|is|so|delicious!",1-2-13-a.mp3,1-2-13-b.mp3
st1_sec2_e0073b,26,ast1_sec2_r03,,"Wow, this cake is so delicious!",Right? My grandma made it!,わぁ、このケーキすごくおいしい！,でしょ？おばあちゃんが作ったんだ！,delicious,1,Right? My grandma made it!,1-2-13,1-2-13,Ivy,Ruth,2,user,05.png,right,left,"Wow, this cake is so delicious!",____________,Right? My grandma made it!,Right?|My|grandma|made|it!,1-2-13-a.mp3,1-2-13-b.mp3
st1_sec2_e0074a,27,ast1_sec2_r03,,Let's draw a picture together!,Yes! I want to draw a unicorn!,一緒に絵を描こうよ！,うん！ユニコーンを描きたい！,draw a picture,2,Let's draw a picture together!,1-2-14,1-2-14,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Let's draw a picture together!,Let's|draw|a|picture|together!,1-2-14-a.mp3,1-2-14-b.mp3
st1_sec2_e0074b,28,ast1_sec2_r03,,Let's draw a picture together!,Yes! I want to draw a unicorn!,一緒に絵を描こうよ！,うん！ユニコーンを描きたい！,draw a picture,1,Yes! I want to draw a unicorn!,1-2-14,1-2-14,Ivy,Ruth,2,user,05.png,right,left,Let's draw a picture together!,____________,Yes! I want to draw a unicorn!,Yes!|I|want|to|draw|a|unicorn!,1-2-14-a.mp3,1-2-14-b.mp3
st1_sec2_e0075a,29,ast1_sec2_r03,,I finally learned to ride a bike!,Good for you! That's awesome!,やっと自転車に乗れるようになったんだ！,よかったね！すごいじゃん！,Good for you,2,I finally learned to ride a bike!,1-2-15,1-2-15,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I finally learned to ride a bike!,I|finally|learned|to|ride|a|bike!,1-2-15-a.mp3,1-2-15-b.mp3
st1_sec2_e0075b,30,ast1_sec2_r03,,I finally learned to ride a bike!,Good for you! That's awesome!,やっと自転車に乗れるようになったんだ！,よかったね！すごいじゃん！,Good for you,1,Good for you! That's awesome!,1-2-15,1-2-15,Ivy,Ruth,2,user,05.png,right,left,I finally learned to ride a bike!,____________,Good for you! That's awesome!,Good|for|you!|That's|awesome!,1-2-15-a.mp3,1-2-15-b.mp3
st1_sec2_e0076a,31,ast1_sec2_r04,,Why is your face so red?,I ran here all the way from school!,なんで顔がそんなに赤いの？,学校からずっと走ってきたんだ！,red,2,Why is your face so red?,1-2-16,1-2-16,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Why is your face so red?,Why|is|your|face|so|red?,1-2-16-a.mp3,1-2-16-b.mp3
st1_sec2_e0076b,32,ast1_sec2_r04,,Why is your face so red?,I ran here all the way from school!,なんで顔がそんなに赤いの？,学校からずっと走ってきたんだ！,red,1,I ran here all the way from school!,1-2-16,1-2-16,Ivy,Ruth,2,user,05.png,right,left,Why is your face so red?,____________,I ran here all the way from school!,I|ran|here|all|the|way|from|school!,1-2-16-a.mp3,1-2-16-b.mp3
st1_sec2_e0077a,33,ast1_sec2_r04,,Is that diamond real?,Of course not! It's just plastic.,そのダイヤモンド、本物？,まさか！ただのプラスチックだよ。,real,2,Is that diamond real?,1-2-17,1-2-17,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Is that diamond real?,Is|that|diamond|real?,1-2-17-a.mp3,1-2-17-b.mp3
st1_sec2_e0077b,34,ast1_sec2_r04,,Is that diamond real?,Of course not! It's just plastic.,そのダイヤモンド、本物？,まさか！ただのプラスチックだよ。,real,1,Of course not! It's just plastic.,1-2-17,1-2-17,Ivy,Ruth,2,user,05.png,right,left,Is that diamond real?,____________,Of course not! It's just plastic.,Of|course|not!|It's|just|plastic.,1-2-17-a.mp3,1-2-17-b.mp3
st1_sec2_e0078a,35,ast1_sec2_r04,,"Dogs are so smart, almost like a human!","I know, right? My dog understands everything.",犬ってすごく賢いよね、まるで人間みたい！,ほんとだよね？うちの犬、何でもわかるんだ。,human,2,"Dogs are so smart, almost like a human!",1-2-18,1-2-18,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Dogs are so smart, almost like a human!","Dogs|are|so|smart,|almost|like|a|human!",1-2-18-a.mp3,1-2-18-b.mp3
st1_sec2_e0078b,36,ast1_sec2_r04,,"Dogs are so smart, almost like a human!","I know, right? My dog understands everything.",犬ってすごく賢いよね、まるで人間みたい！,ほんとだよね？うちの犬、何でもわかるんだ。,human,1,"I know, right? My dog understands everything.",1-2-18,1-2-18,Ivy,Ruth,2,user,05.png,right,left,"Dogs are so smart, almost like a human!",____________,"I know, right? My dog understands everything.","I|know,|right?|My|dog|understands|everything.",1-2-18-a.mp3,1-2-18-b.mp3
st1_sec2_e0079a,37,ast1_sec2_r04,,I decided that I want to be a vet someday.,Cool! You love animals so much.,いつか獣医になろうって決めたんだ。,いいね！動物が大好きだもんね。,decided that,2,I decided that I want to be a vet someday.,1-2-19,1-2-19,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I decided that I want to be a vet someday.,I|decided|that|I|want|to|be|a|vet|someday.,1-2-19-a.mp3,1-2-19-b.mp3
st1_sec2_e0079b,38,ast1_sec2_r04,,I decided that I want to be a vet someday.,Cool! You love animals so much.,いつか獣医になろうって決めたんだ。,いいね！動物が大好きだもんね。,decided that,1,Cool! You love animals so much.,1-2-19,1-2-19,Ivy,Ruth,2,user,05.png,right,left,I decided that I want to be a vet someday.,____________,Cool! You love animals so much.,Cool!|You|love|animals|so|much.,1-2-19-a.mp3,1-2-19-b.mp3
st1_sec2_e0080a,39,ast1_sec2_r04,,That's such a great idea!,Thanks! I just thought of it.,それ、すごくいいアイデアだね！,ありがとう！今思いついたんだ。,idea,2,That's such a great idea!,1-2-20,1-2-20,Ivy,Ruth,1,user,05.png,right,left,____________,____________,That's such a great idea!,That's|such|a|great|idea!,1-2-20-a.mp3,1-2-20-b.mp3
st1_sec2_e0080b,40,ast1_sec2_r04,,That's such a great idea!,Thanks! I just thought of it.,それ、すごくいいアイデアだね！,ありがとう！今思いついたんだ。,idea,1,Thanks! I just thought of it.,1-2-20,1-2-20,Ivy,Ruth,2,user,05.png,right,left,That's such a great idea!,____________,Thanks! I just thought of it.,Thanks!|I|just|thought|of|it.,1-2-20-a.mp3,1-2-20-b.mp3
st1_sec2_e0081a,41,ast1_sec2_r05,,I don't like math either.,Right? It's so boring!,私も算数は好きじゃないな。,だよね？すごくつまらないもん！,either,2,I don't like math either.,1-2-21,1-2-21,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I don't like math either.,I|don't|like|math|either.,1-2-21-a.mp3,1-2-21-b.mp3
st1_sec2_e0081b,42,ast1_sec2_r05,,I don't like math either.,Right? It's so boring!,私も算数は好きじゃないな。,だよね？すごくつまらないもん！,either,1,Right? It's so boring!,1-2-21,1-2-21,Ivy,Ruth,2,user,05.png,right,left,I don't like math either.,____________,Right? It's so boring!,Right?|It's|so|boring!,1-2-21-a.mp3,1-2-21-b.mp3
st1_sec2_e0082a,43,ast1_sec2_r05,,"Everybody, listen up!","Wait, what's going on?",みんな、聞いて！,え、どうしたの？,everybody,2,"Everybody, listen up!",1-2-22,1-2-22,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Everybody, listen up!","Everybody,|listen|up!",1-2-22-a.mp3,1-2-22-b.mp3
st1_sec2_e0082b,44,ast1_sec2_r05,,"Everybody, listen up!","Wait, what's going on?",みんな、聞いて！,え、どうしたの？,everybody,1,"Wait, what's going on?",1-2-22,1-2-22,Ivy,Ruth,2,user,05.png,right,left,"Everybody, listen up!",____________,"Wait, what's going on?","Wait,|what's|going|on?",1-2-22-a.mp3,1-2-22-b.mp3
st1_sec2_e0083a,45,ast1_sec2_r05,,We can't go outside because of the rain.,"Aw man, what should we do instead?",雨だから外に行けないね。,あーあ、代わりに何しようか？,because of,2,We can't go outside because of the rain.,1-2-23,1-2-23,Ivy,Ruth,1,user,05.png,right,left,____________,____________,We can't go outside because of the rain.,We|can't|go|outside|because|of|the|rain.,1-2-23-a.mp3,1-2-23-b.mp3
st1_sec2_e0083b,46,ast1_sec2_r05,,We can't go outside because of the rain.,"Aw man, what should we do instead?",雨だから外に行けないね。,あーあ、代わりに何しようか？,because of,1,"Aw man, what should we do instead?",1-2-23,1-2-23,Ivy,Ruth,2,user,05.png,right,left,We can't go outside because of the rain.,____________,"Aw man, what should we do instead?","Aw|man,|what|should|we|do|instead?",1-2-23-a.mp3,1-2-23-b.mp3
st1_sec2_e0084a,47,ast1_sec2_r05,,I'm not tired at all!,"Wow, you have so much energy!",ぜんぜん疲れてないよ！,わぁ、すごい元気だね！,at all,2,I'm not tired at all!,1-2-24,1-2-24,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm not tired at all!,I'm|not|tired|at|all!,1-2-24-a.mp3,1-2-24-b.mp3
st1_sec2_e0084b,48,ast1_sec2_r05,,I'm not tired at all!,"Wow, you have so much energy!",ぜんぜん疲れてないよ！,わぁ、すごい元気だね！,at all,1,"Wow, you have so much energy!",1-2-24,1-2-24,Ivy,Ruth,2,user,05.png,right,left,I'm not tired at all!,____________,"Wow, you have so much energy!","Wow,|you|have|so|much|energy!",1-2-24-a.mp3,1-2-24-b.mp3
st1_sec2_e0085a,49,ast1_sec2_r05,,Do you have enough money for the snack?,"Yes, just enough! Thanks for checking.",おやつを買うのに十分なお金ある？,うん、ちょうど足りる！確認ありがとう。,enough,2,Do you have enough money for the snack?,1-2-25,1-2-25,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Do you have enough money for the snack?,Do|you|have|enough|money|for|the|snack?,1-2-25-a.mp3,1-2-25-b.mp3
st1_sec2_e0085b,50,ast1_sec2_r05,,Do you have enough money for the snack?,"Yes, just enough! Thanks for checking.",おやつを買うのに十分なお金ある？,うん、ちょうど足りる！確認ありがとう。,enough,1,"Yes, just enough! Thanks for checking.",1-2-25,1-2-25,Ivy,Ruth,2,user,05.png,right,left,Do you have enough money for the snack?,____________,"Yes, just enough! Thanks for checking.","Yes,|just|enough!|Thanks|for|checking.",1-2-25-a.mp3,1-2-25-b.mp3
st1_sec2_e0086a,51,ast1_sec2_r06,,I think pizza is the best food ever.,Totally agree! Especially with extra cheese!,ピザって世界一おいしい食べ物だと思う。,完全に同意！特にチーズ多めのやつ！,agree,2,I think pizza is the best food ever.,1-2-26,1-2-26,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I think pizza is the best food ever.,I|think|pizza|is|the|best|food|ever.,1-2-26-a.mp3,1-2-26-b.mp3
st1_sec2_e0086b,52,ast1_sec2_r06,,I think pizza is the best food ever.,Totally agree! Especially with extra cheese!,ピザって世界一おいしい食べ物だと思う。,完全に同意！特にチーズ多めのやつ！,agree,1,Totally agree! Especially with extra cheese!,1-2-26,1-2-26,Ivy,Ruth,2,user,05.png,right,left,I think pizza is the best food ever.,____________,Totally agree! Especially with extra cheese!,Totally|agree!|Especially|with|extra|cheese!,1-2-26-a.mp3,1-2-26-b.mp3
st1_sec2_e0087a,53,ast1_sec2_r06,,"Look, I cleaned my room all by myself!",Well done! It looks great.,見て、自分一人で部屋を片付けたよ！,よくできました！すごくきれいだね。,well done,2,"Look, I cleaned my room all by myself!",1-2-27,1-2-27,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Look, I cleaned my room all by myself!","Look,|I|cleaned|my|room|all|by|myself!",1-2-27-a.mp3,1-2-27-b.mp3
st1_sec2_e0087b,54,ast1_sec2_r06,,"Look, I cleaned my room all by myself!",Well done! It looks great.,見て、自分一人で部屋を片付けたよ！,よくできました！すごくきれいだね。,well done,1,Well done! It looks great.,1-2-27,1-2-27,Ivy,Ruth,2,user,05.png,right,left,"Look, I cleaned my room all by myself!",____________,Well done! It looks great.,Well|done!|It|looks|great.,1-2-27-a.mp3,1-2-27-b.mp3
st1_sec2_e0088a,55,ast1_sec2_r06,,Knock knock! Are you home?,Come in! The door's open.,トントン、いる？,入って！鍵は開いてるよ。,Come in,2,Knock knock! Are you home?,1-2-28,1-2-28,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Knock knock! Are you home?,Knock|knock!|Are|you|home?,1-2-28-a.mp3,1-2-28-b.mp3
st1_sec2_e0088b,56,ast1_sec2_r06,,Knock knock! Are you home?,Come in! The door's open.,トントン、いる？,入って！鍵は開いてるよ。,Come in,1,Come in! The door's open.,1-2-28,1-2-28,Ivy,Ruth,2,user,05.png,right,left,Knock knock! Are you home?,____________,Come in! The door's open.,Come|in!|The|door's|open.,1-2-28-a.mp3,1-2-28-b.mp3
st1_sec2_e0089a,57,ast1_sec2_r06,,Is it possible to finish this by tomorrow?,"I think so, if we work together!",これ、明日までに終わらせるの可能かな？,協力すればできると思う！,possible,2,Is it possible to finish this by tomorrow?,1-2-29,1-2-29,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Is it possible to finish this by tomorrow?,Is|it|possible|to|finish|this|by|tomorrow?,1-2-29-a.mp3,1-2-29-b.mp3
st1_sec2_e0089b,58,ast1_sec2_r06,,Is it possible to finish this by tomorrow?,"I think so, if we work together!",これ、明日までに終わらせるの可能かな？,協力すればできると思う！,possible,1,"I think so, if we work together!",1-2-29,1-2-29,Ivy,Ruth,2,user,05.png,right,left,Is it possible to finish this by tomorrow?,____________,"I think so, if we work together!","I|think|so,|if|we|work|together!",1-2-29-a.mp3,1-2-29-b.mp3
st1_sec2_e0090a,59,ast1_sec2_r06,,It rained all day long yesterday.,I know! I was so bored at home.,昨日は一日中雨だったね。,ほんと！家ですごく退屈だったよ。,all day long,2,It rained all day long yesterday.,1-2-30,1-2-30,Ivy,Ruth,1,user,05.png,right,left,____________,____________,It rained all day long yesterday.,It|rained|all|day|long|yesterday.,1-2-30-a.mp3,1-2-30-b.mp3
st1_sec2_e0090b,60,ast1_sec2_r06,,It rained all day long yesterday.,I know! I was so bored at home.,昨日は一日中雨だったね。,ほんと！家ですごく退屈だったよ。,all day long,1,I know! I was so bored at home.,1-2-30,1-2-30,Ivy,Ruth,2,user,05.png,right,left,It rained all day long yesterday.,____________,I know! I was so bored at home.,I|know!|I|was|so|bored|at|home.,1-2-30-a.mp3,1-2-30-b.mp3
st1_sec2_e0091a,61,ast1_sec2_r07,,It's hard to get up on cold mornings.,I know! I want to stay in bed forever.,寒い朝に起きるのってつらいよね。,わかる！ずっとベッドにいたい。,get up,2,It's hard to get up on cold mornings.,1-2-31,1-2-31,Ivy,Ruth,1,user,05.png,right,left,____________,____________,It's hard to get up on cold mornings.,It's|hard|to|get|up|on|cold|mornings.,1-2-31-a.mp3,1-2-31-b.mp3
st1_sec2_e0091b,62,ast1_sec2_r07,,It's hard to get up on cold mornings.,I know! I want to stay in bed forever.,寒い朝に起きるのってつらいよね。,わかる！ずっとベッドにいたい。,get up,1,I know! I want to stay in bed forever.,1-2-31,1-2-31,Ivy,Ruth,2,user,05.png,right,left,It's hard to get up on cold mornings.,____________,I know! I want to stay in bed forever.,I|know!|I|want|to|stay|in|bed|forever.,1-2-31-a.mp3,1-2-31-b.mp3
st1_sec2_e0092a,63,ast1_sec2_r07,,Look! The sky is full of stars tonight!,"Wow, so beautiful! Let's count them!",見て！今夜は空が星でいっぱいだよ！,わぁ、きれい！数えてみようよ！,full of,2,Look! The sky is full of stars tonight!,1-2-32,1-2-32,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Look! The sky is full of stars tonight!,Look!|The|sky|is|full|of|stars|tonight!,1-2-32-a.mp3,1-2-32-b.mp3
st1_sec2_e0092b,64,ast1_sec2_r07,,Look! The sky is full of stars tonight!,"Wow, so beautiful! Let's count them!",見て！今夜は空が星でいっぱいだよ！,わぁ、きれい！数えてみようよ！,full of,1,"Wow, so beautiful! Let's count them!",1-2-32,1-2-32,Ivy,Ruth,2,user,05.png,right,left,Look! The sky is full of stars tonight!,____________,"Wow, so beautiful! Let's count them!","Wow,|so|beautiful!|Let's|count|them!",1-2-32-a.mp3,1-2-32-b.mp3
st1_sec2_e0093a,65,ast1_sec2_r07,,What's the point of this game?,You have to find all the hidden coins!,このゲームの目的って何なの？,隠れてるコインを全部見つけるんだよ！,point,2,What's the point of this game?,1-2-33,1-2-33,Ivy,Ruth,1,user,05.png,right,left,____________,____________,What's the point of this game?,What's|the|point|of|this|game?,1-2-33-a.mp3,1-2-33-b.mp3
st1_sec2_e0093b,66,ast1_sec2_r07,,What's the point of this game?,You have to find all the hidden coins!,このゲームの目的って何なの？,隠れてるコインを全部見つけるんだよ！,point,1,You have to find all the hidden coins!,1-2-33,1-2-33,Ivy,Ruth,2,user,05.png,right,left,What's the point of this game?,____________,You have to find all the hidden coins!,You|have|to|find|all|the|hidden|coins!,1-2-33-a.mp3,1-2-33-b.mp3
st1_sec2_e0094a,67,ast1_sec2_r07,,Every human being deserves kindness.,That's a beautiful thing to say.,どんな人も優しくされるべきだよ。,それ、すてきな言葉だね。,human being,2,Every human being deserves kindness.,1-2-34,1-2-34,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Every human being deserves kindness.,Every|human|being|deserves|kindness.,1-2-34-a.mp3,1-2-34-b.mp3
