word_id,word,ja,audio,stage,section_id
v1115,innovation,イノベーション,innovation.mp3,4,st4_sec2
v1116,ume apricot,梅,ume apricot.mp3,4,st4_sec2
v1117,plumber,配管工,plumber.mp3,4,st4_sec2
v1118,governor,知事,governor.mp3,4,st4_sec2
v1119,dried seaweed sheet,のり（海苔）,dried seaweed sheet.mp3,4,st4_sec2
v1120,cicada,セミ,cicada.mp3,4,st4_sec2
v1121,biography,伝記,biography.mp3,4,st4_sec2
v1122,lotus root,レンコン,lotus root.mp3,4,st4_sec2
v1123,unemployment,失業,unemployment.mp3,4,st4_sec3
v1124,hospitality,おもてなし,hospitality.mp3,4,st4_sec3
v1125,superstition,迷信,superstition.mp3,4,st4_sec3
v1126,racism,人種差別,racism.mp3,4,st4_sec3
v1127,prescription,処方箋,prescription.mp3,4,st4_sec3
v1128,migraine,偏頭痛,migraine.mp3,4,st4_sec3
v1129,quotation,引用・見積もり,quotation.mp3,4,st4_sec3
v1130,gene,遺伝子,gene.mp3,4,st4_sec3
v1131,dahlia,ダリア,dahlia.mp3,4,st4_sec3
v1132,persimmon,柿,persimmon.mp3,4,st4_sec3
v1133,salmon roe,イクラ,salmon roe.mp3,4,st4_sec3
v1134,symphony,交響曲,symphony.mp3,4,st4_sec3
v1135,tide,潮,tide.mp3,4,st4_sec3
v1136,residence,居住地,residence.mp3,4,st4_sec3
v1137,attorney,弁護士,attorney.mp3,4,st4_sec3
v1138,centipede,ムカデ,centipede.mp3,4,st4_sec3
v1139,flow chart,フローチャート,flow chart.mp3,4,st4_sec3
v1140,marketing,マーケティング,marketing.mp3,4,st4_sec3
v1141,handicraft,手工芸,handicraft.mp3,4,st4_sec3
v1142,federal,連邦の,federal.mp3,4,st4_sec3
v1143,itinerary,旅程,itinerary.mp3,4,st4_sec3
v1144,shredder,シュレッダー,shredder.mp3,4,st4_sec3
v1145,philosophy,哲学,philosophy.mp3,4,st4_sec3
v1146,canola flower,菜の花,canola flower.mp3,4,st4_sec3
v1147,nausea,吐き気,nausea.mp3,4,st4_sec3
v1148,liberty,自由,liberty.mp3,4,st4_sec3
v1149,fair trade,フェアトレード,fair trade.mp3,4,st4_sec3
v1150,psychologist,心理士,psychologist.mp3,4,st4_sec3
v1151,masterpiece,傑作,masterpiece.mp3,4,st4_sec3
v1152,auditorium,講堂,auditorium.mp3,4,st4_sec3
v1153,infant,乳児,infant.mp3,4,st4_sec3
v1154,colander,水切りざる,colander.mp3,4,st4_sec3
v1155,peeler,ピーラー,peeler.mp3,4,st4_sec3
v1156,scallion,ネギ,scallion.mp3,4,st4_sec3
v1157,mince,ひき肉,mince.mp3,4,st4_sec3
v1158,autobiography,自伝,autobiography.mp3,4,st4_sec3
v1159,symptom,症状,symptom.mp3,4,st4_sec3
v1160,sea lion,アシカ,sea lion.mp3,4,st4_sec3
v1161,investigator,調査員,investigator.mp3,4,st4_sec3
v1162,crowd funding,クラウドファンディング,crowd funding.mp3,4,st4_sec3
v1163,tuition,授業料,tuition.mp3,4,st4_sec4
v1164,thumbtack,画鋲,thumbtack.mp3,4,st4_sec4
v1165,ox,雄牛,ox.mp3,4,st4_sec4
v1166,treasurer,会計係,treasurer.mp3,4,st4_sec4
v1167,corporation,企業・法人,corporation.mp3,4,st4_sec4
v1168,ethics,倫理,ethics.mp3,4,st4_sec4
v1169,orbit,軌道,orbit.mp3,4,st4_sec4
v1170,management,経営・管理,management.mp3,4,st4_sec4
v1171,chrysanthemum,菊,chrysanthemum.mp3,4,st4_sec4
v1172,vendor,売り手・業者,vendor.mp3,4,st4_sec4
v1173,proverb,ことわざ,proverb.mp3,4,st4_sec4
v1174,cosmos,コスモス（花）,cosmos.mp3,4,st4_sec4
v1175,turnip,カブ,turnip.mp3,4,st4_sec4
v1176,folklore,民話・民間伝承,folklore.mp3,4,st4_sec4
v1177,questionnaire,アンケート,questionnaire.mp3,4,st4_sec4
v1178,wake-up call,目覚ましの電話・警告,wake-up call.mp3,4,st4_sec4
v1179,statistics,統計学,statistics.mp3,4,st4_sec4
v1180,ladle,おたま,ladle.mp3,4,st4_sec4
v1181,drawing pin,画鋲,drawing pin.mp3,4,st4_sec4
v1182,grief,悲しみ・嘆き,grief.mp3,4,st4_sec4
v1183,novelist,小説家,novelist.mp3,4,st4_sec4
v1184,sardine,イワシ,sardine.mp3,4,st4_sec4
v1185,patio,テラス・中庭,patio.mp3,4,st4_sec4
v1186,evaluation,評価,evaluation.mp3,4,st4_sec4
v1187,heartburn,胸やけ,heartburn.mp3,4,st4_sec4
v1188,dialect,方言,dialect.mp3,4,st4_sec4
v1189,stag beetle,クワガタ,stag beetle.mp3,4,st4_sec4
v1190,copyright,著作権,copyright.mp3,4,st4_sec4
v1191,fragment,断片,fragment.mp3,4,st4_sec4
v1192,mammal,哺乳類,mammal.mp3,4,st4_sec4
v1193,physician,内科医,physician.mp3,4,st4_sec4
v1194,fluid,液体・流体,fluid.mp3,4,st4_sec4
v1195,illusion,錯覚・幻想,illusion.mp3,4,st4_sec4
v1196,sculpture,彫刻,sculpture.mp3,4,st4_sec4
v1197,therapy,療法・セラピー,therapy.mp3,4,st4_sec4
v1198,nutrient,栄養素,nutrient.mp3,4,st4_sec4
v1199,corporate retreat,社員旅行・合宿,corporate retreat.mp3,4,st4_sec4
v1200,high blood pressure,高血圧,high blood pressure.mp3,4,st4_sec4
v1201,priority,優先事項,priority.mp3,4,st4_sec4
v1202,doormat,玄関マット,doormat.mp3,4,st4_sec4
v1203,capybara,カピバラ,capybara.mp3,4,st4_sec5
v1204,terrorism,テロリズム,terrorism.mp3,4,st4_sec5
v1205,sleeper train,夜行列車,sleeper train.mp3,4,st4_sec5
v1206,qualification,資格,qualification.mp3,4,st4_sec5
v1207,bonito,カツオ,bonito.mp3,4,st4_sec5
v1208,constipation,便秘,constipation.mp3,4,st4_sec5
v1209,morning glory,アサガオ,morning glory.mp3,4,st4_sec5
v1210,astronomy,天文学,astronomy.mp3,4,st4_sec5
v1211,diarrhea,下痢,diarrhea.mp3,4,st4_sec5
v1212,cashew nut,カシューナッツ,cashew nut.mp3,4,st4_sec5
v1213,wisdom,知恵,wisdom.mp3,4,st4_sec5
v1214,scallop,ホタテ,scallop.mp3,4,st4_sec5
v1215,measuring spoon,計量スプーン,measuring spoon.mp3,4,st4_sec5
v1216,facecloth,フェイスタオル,facecloth.mp3,4,st4_sec5
v1217,profession,職業,profession.mp3,4,st4_sec5
v1218,wage,賃金,wage.mp3,4,st4_sec5
v1219,county,郡・州,county.mp3,4,st4_sec5
v1220,mime,パントマイム,mime.mp3,4,st4_sec5
v1221,heritage,遺産,heritage.mp3,4,st4_sec5
v1222,prescription medicine,処方薬,prescription medicine.mp3,4,st4_sec5
v1223,psychology,心理学,psychology.mp3,4,st4_sec5
v1224,nutritionist,栄養士,nutritionist.mp3,4,st4_sec5
v1225,foundation,財団・基盤,foundation.mp3,4,st4_sec5
v1226,walrus,セイウチ,walrus.mp3,4,st4_sec5
v1227,manufacturer,製造業者,manufacturer.mp3,4,st4_sec5
v1228,saucer,受け皿,saucer.mp3,4,st4_sec5
v1229,pansy,パンジー,pansy.mp3,4,st4_sec5
v1230,nursing home,介護施設,nursing home.mp3,4,st4_sec5
v1231,physics,物理学,physics.mp3,4,st4_sec5
v1232,equality,平等,equality.mp3,4,st4_sec5
v1233,interpreter,通訳者,interpreter.mp3,4,st4_sec5
v1234,clam,ハマグリ,clam.mp3,4,st4_sec5
v1235,dusk,夕暮れ,dusk.mp3,4,st4_sec5
v1236,donor,寄付者・ドナー,donor.mp3,4,st4_sec5
v1237,memorial service,追悼式,memorial service.mp3,4,st4_sec5
v1238,therapist,セラピスト,therapist.mp3,4,st4_sec5
v1239,asthma,喘息,asthma.mp3,4,st4_sec5
v1240,spectator,観客,spectator.mp3,4,st4_sec5
v1241,cod,タラ,cod.mp3,4,st4_sec5
v1242,newscaster,ニュースキャスター,newscaster.mp3,4,st4_sec5
