question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second,highlight_chips
e0211,va0106,travel,I want to travel around the world someday.,,いつか世界中を旅してみたいな。,,Ivy,,1,Ivy,,___________,,I want to travel around the world someday.,I|want|to|travel|around|the|world|someday.,e0211-a.mp3,,1,user,,right,none,travel
e0212,va0106,travel,We travel to my grandma's house every summer.,,毎年夏、おばあちゃんの家に行くんだ。,,Ivy,,1,Ivy,,___________,,We travel to my grandma's house every summer.,We|travel|to|my|grandma's|house|every|summer.,e0212-a.mp3,,1,user,,right,none,travel
e0213,va0107,hate,I hate getting up early on Mondays.,"Same here, ugh.",月曜の早起き、大嫌い。,私も、うわあ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Same here, ugh.",I hate getting up early on Mondays.,I|hate|getting|up|early|on|Mondays.,e0213-a.mp3,e0213-b.mp3,1,user,Kevin.png,right,left,hate
e0214,va0107,hate,She doesn't hate broccoli anymore.,,彼女はもうブロッコリーが嫌いじゃなくなったんだ。,,Ivy,,1,Ivy,,___________,,She doesn't hate broccoli anymore.,She|doesn't|hate|broccoli|anymore.,e0214-a.mp3,,1,user,,right,none,hate
e0215,va0108,person,She's a really kind person.,"I agree, she always helps everyone.",彼女は本当に優しい人だよね。,そう思う、いつもみんなを助けてるもんね。,Kevin,Ivy,1,Kevin,Ivy,___________,"I agree, she always helps everyone.",She's a really kind person.,She's|a|really|kind|person.,e0215-a.mp3,e0215-b.mp3,1,Kevin.png,user,left,right,person.
e0216,va0108,person,Who's the person standing by the door?,,ドアのそばに立ってる人は誰？,,Ivy,,1,Ivy,,___________,,Who's the person standing by the door?,Who's|the|person|standing|by|the|door?,e0216-a.mp3,,1,user,,right,none,person
e0217,va0109,news,Did you hear the news about the school trip?,"No, what happened?",修学旅行のニュース聞いた？,ううん、何かあったの？,Ivy,Matthew,1,Ivy,Matthew,___________,"No, what happened?",Did you hear the news about the school trip?,Did|you|hear|the|news|about|the|school|trip?,e0217-a.mp3,e0217-b.mp3,1,user,Matthew.png,right,left,news
e0218,va0109,news,I watch the news with my dad every night.,,毎晩お父さんとニュースを見てるんだ。,,Ivy,,1,Ivy,,___________,,I watch the news with my dad every night.,I|watch|the|news|with|my|dad|every|night.,e0218-a.mp3,,1,user,,right,none,news
e0219,va0110,care,"Take care of yourself, okay?","I will, thanks!",体に気をつけてね。,うん、ありがとう！,Matthew,Ivy,1,Matthew,Ivy,___________,"I will, thanks!","Take care of yourself, okay?","Take|care|of|yourself,|okay?",e0219-a.mp3,e0219-b.mp3,1,Matthew.png,user,left,right,care
e0220,va0110,care,I don't really care what people think.,,人がどう思おうと、あまり気にしないんだ。,,Ivy,,1,Ivy,,___________,,I don't really care what people think.,I|don't|really|care|what|people|think.,e0220-a.mp3,,1,user,,right,none,care
e0221,va0111,at last,"At last, we finished the puzzle!",That took forever!,やっとパズル終わった！,すごく時間かかったね！,Kevin,Ivy,1,Kevin,Ivy,___________,That took forever!,"At last, we finished the puzzle!","At|last,|we|finished|the|puzzle!",e0221-a.mp3,e0221-b.mp3,1,Kevin.png,user,left,right,"At|last,"
e0222,va0111,at last,"At last, the rain stopped.",,ついに雨が止んだよ。,,Ivy,,1,Ivy,,___________,,"At last, the rain stopped.","At|last,|the|rain|stopped.",e0222-a.mp3,,1,user,,right,none,"At|last,"
e0223,va0112,throw,Can you throw the ball a bit harder?,"Okay, catch this!",もう少し強くボール投げてくれる？,わかった、これキャッチして！,Ivy,Kevin,1,Ivy,Kevin,___________,"Okay, catch this!",Can you throw the ball a bit harder?,Can|you|throw|the|ball|a|bit|harder?,e0223-a.mp3,e0223-b.mp3,1,user,Kevin.png,right,left,throw
e0224,va0112,throw,I've never thrown a curveball before.,,カーブボールを投げたこと、今まで一度もないんだ。,,Ivy,,1,Ivy,,___________,,I've never thrown a curveball before.,I've|never|thrown|a|curveball|before.,e0224-a.mp3,,1,user,,right,none,thrown
e0225,va0113,store,Is there a convenience store near the station?,"Yeah, just two minutes away.",駅の近くにコンビニある？,うん、歩いて2分くらいだよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Yeah, just two minutes away.",Is there a convenience store near the station?,Is|there|a|convenience|store|near|the|station?,e0225-a.mp3,e0225-b.mp3,1,user,Matthew.png,right,left,store
e0226,va0113,store,I store all my photos on my phone.,,写真は全部スマホに保存してるんだ。,,Ivy,,1,Ivy,,___________,,I store all my photos on my phone.,I|store|all|my|photos|on|my|phone.,e0226-a.mp3,,1,user,,right,none,store
e0227,va0114,grow,You've grown taller than me!,Really? Let's measure!,私より背が伸びたね！,本当？測ってみようよ！,Kevin,Ivy,1,Kevin,Ivy,___________,Really? Let's measure!,You've grown taller than me!,You've|grown|taller|than|me!,e0227-a.mp3,e0227-b.mp3,1,Kevin.png,user,left,right,grown
e0228,va0114,grow,This plant has grown so much since last month.,,この植物、先月からすごく成長したよ。,,Ivy,,1,Ivy,,___________,,This plant has grown so much since last month.,This|plant|has|grown|so|much|since|last|month.,e0228-a.mp3,,1,user,,right,none,grown
e0229,va0115,shape,What shape do you want your cake to be?,"A heart shape, please!",ケーキどんな形にしたい？,ハートの形がいいな！,Ivy,Matthew,1,Ivy,Matthew,___________,"A heart shape, please!",What shape do you want your cake to be?,What|shape|do|you|want|your|cake|to|be?,e0229-a.mp3,e0229-b.mp3,1,user,Matthew.png,right,left,shape
e0230,va0115,shape,I've been trying to get in shape for the sports festival.,,体育祭に向けて体を鍛えようとしてるんだ。,,Ivy,,1,Ivy,,___________,,I've been trying to get in shape for the sports festival.,I've|been|trying|to|get|in|shape|for|the|sports|festival.,e0230-a.mp3,,1,user,,right,none,shape
e0231,va0116,change,You've changed your hairstyle!,"Yeah, do you like it?",髪型変えたんだね！,うん、どう思う？,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, do you like it?",You've changed your hairstyle!,You've|changed|your|hairstyle!,e0231-a.mp3,e0231-b.mp3,1,Kevin.png,user,left,right,changed
e0232,va0116,change,"Let's change the plan, it's too rainy to walk.",,計画変更しよう、歩くには雨がひどすぎる。,,Ivy,,1,Ivy,,___________,,"Let's change the plan, it's too rainy to walk.","Let's|change|the|plan,|it's|too|rainy|to|walk.",e0232-a.mp3,,1,user,,right,none,change
e0233,va0117,take a bath,I'm going to take a bath before dinner.,,夕飯の前にお風呂に入るよ。,,Ivy,,1,Ivy,,___________,,I'm going to take a bath before dinner.,I'm|going|to|take|a|bath|before|dinner.,e0233-a.mp3,,1,user,,right,none,take|bath
e0234,va0117,take a bath,Have you taken a bath yet? Dinner's almost ready.,,もうお風呂入った？もうすぐ夕飯できるよ。,,Matthew,,1,Matthew,,___________,,Have you taken a bath yet? Dinner's almost ready.,Have|you|taken|a|bath|yet?|Dinner's|almost|ready.,e0234-a.mp3,,1,Matthew.png,,left,none,taken|bath
e0235,va0118,all over,There's paint all over your shirt!,"Oh no, art class again.",シャツ中にペンキついてるよ！,うわ、また美術の授業か。,Kevin,Ivy,1,Kevin,Ivy,___________,"Oh no, art class again.",There's paint all over your shirt!,There's|paint|all|over|your|shirt!,e0235-a.mp3,e0235-b.mp3,1,Kevin.png,user,left,right,all|over
e0236,va0118,all over,News about the concert spread all over school.,,そのコンサートの話は学校中に広まったよ。,,Ivy,,1,Ivy,,___________,,News about the concert spread all over school.,News|about|the|concert|spread|all|over|school.,e0236-a.mp3,,1,user,,right,none,all|over
e0237,va0119,pick,Can you pick me up after practice?,"Sure, what time?",部活の後、迎えに来てくれる？,いいよ、何時？,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, what time?",Can you pick me up after practice?,Can|you|pick|me|up|after|practice?,e0237-a.mp3,e0237-b.mp3,1,user,Kevin.png,right,left,pick
e0238,va0119,pick,I picked the hardest question on the test by accident.,,うっかりテストで一番難しい問題を選んじゃった。,,Ivy,,1,Ivy,,___________,,I picked the hardest question on the test by accident.,I|picked|the|hardest|question|on|the|test|by|accident.,e0238-a.mp3,,1,user,,right,none,picked
e0239,va0120,spend,How much time do you spend on your phone?,"Probably too much, honestly.",スマホにどれくらい時間使ってる？,正直、使いすぎだと思う。,Kevin,Ivy,1,Kevin,Ivy,___________,"Probably too much, honestly.",How much time do you spend on your phone?,How|much|time|do|you|spend|on|your|phone?,e0239-a.mp3,e0239-b.mp3,1,Kevin.png,user,left,right,spend
e0240,va0120,spend,I spent all my allowance on new sneakers.,,新しいスニーカーにお小遣い全部使っちゃった。,,Ivy,,1,Ivy,,___________,,I spent all my allowance on new sneakers.,I|spent|all|my|allowance|on|new|sneakers.,e0240-a.mp3,,1,user,,right,none,spent
e0241,va0121,job,What job do you want in the future?,Maybe a game designer!,将来どんな仕事に就きたい？,ゲームデザイナーとかいいかな！,Ivy,Kevin,1,Ivy,Kevin,___________,Maybe a game designer!,What job do you want in the future?,What|job|do|you|want|in|the|future?,e0241-a.mp3,e0241-b.mp3,1,user,Kevin.png,right,left,job
e0242,va0121,job,Cleaning the classroom is my job this week.,,今週は教室の掃除が私の当番なんだ。,,Ivy,,1,Ivy,,___________,,Cleaning the classroom is my job this week.,Cleaning|the|classroom|is|my|job|this|week.,e0242-a.mp3,,1,user,,right,none,job
e0243,va0122,last,How long did the test last?,It felt like forever!,テストどれくらい続いたの？,永遠に感じたよ！,Ivy,Kevin,1,Ivy,Kevin,___________,It felt like forever!,How long did the test last?,How|long|did|the|test|last?,e0243-a.mp3,e0243-b.mp3,1,user,Kevin.png,right,left,last?
e0244,va0122,last,This is the last chance to sign up for the trip.,,これが旅行の申し込み最後のチャンスだよ。,,Ivy,,1,Ivy,,___________,,This is the last chance to sign up for the trip.,This|is|the|last|chance|to|sign|up|for|the|trip.,e0244-a.mp3,,1,user,,right,none,last
e0245,va0123,push,"Don't push me, I almost fell!","Sorry, it wasn't on purpose!",押さないでよ、転びそうになった！,ごめん、わざとじゃないよ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Sorry, it wasn't on purpose!","Don't push me, I almost fell!","Don't|push|me,|I|almost|fell!",e0245-a.mp3,e0245-b.mp3,1,Kevin.png,user,left,right,push
e0246,va0123,push,"You have to push the door, not pull it.",,そのドアは引くんじゃなくて押すんだよ。,,Ivy,,1,Ivy,,___________,,"You have to push the door, not pull it.","You|have|to|push|the|door,|not|pull|it.",e0246-a.mp3,,1,user,,right,none,push
e0247,va0124,building,Which building is the gym in?,The one next to the library.,体育館はどの建物にあるの？,図書館の隣の建物だよ。,Ivy,Kevin,1,Ivy,Kevin,___________,The one next to the library.,Which building is the gym in?,Which|building|is|the|gym|in?,e0247-a.mp3,e0247-b.mp3,1,user,Kevin.png,right,left,building
e0248,va0124,building,That's the tallest building I've ever seen.,,あれは今まで見た中で一番高い建物だよ。,,Ivy,,1,Ivy,,___________,,That's the tallest building I've ever seen.,That's|the|tallest|building|I've|ever|seen.,e0248-a.mp3,,1,user,,right,none,building
e0249,va0125,save,I'm trying to save money for a new game.,"Same, saving up for headphones.",新しいゲームのためにお金貯めようとしてるんだ。,私も、ヘッドホンのために貯金してる。,Ivy,Kevin,1,Ivy,Kevin,___________,"Same, saving up for headphones.",I'm trying to save money for a new game.,I'm|trying|to|save|money|for|a|new|game.,e0249-a.mp3,e0249-b.mp3,1,user,Kevin.png,right,left,save
e0250,va0125,save,Can you save my seat while I go to the bathroom?,,トイレ行ってる間、席取っておいてくれる？,,Ivy,,1,Ivy,,___________,,Can you save my seat while I go to the bathroom?,Can|you|save|my|seat|while|I|go|to|the|bathroom?,e0250-a.mp3,,1,user,,right,none,save
e0251,va0126,meal,What was your favorite meal on the trip?,The ramen we had on day two!,旅行で一番好きだった食事は？,2日目に食べたラーメン！,Ivy,Kevin,1,Ivy,Kevin,___________,The ramen we had on day two!,What was your favorite meal on the trip?,What|was|your|favorite|meal|on|the|trip?,e0251-a.mp3,e0251-b.mp3,1,user,Kevin.png,right,left,meal
e0252,va0126,meal,Skipping meals isn't good for you.,,食事を抜くのは体に良くないよ。,,Ivy,,1,Ivy,,___________,,Skipping meals isn't good for you.,Skipping|meals|isn't|good|for|you.,e0252-a.mp3,,1,user,,right,none,meals
e0253,va0127,mistake,I made a mistake on question three.,"Same here, it was so tricky!",3番の問題で間違えちゃった。,私も、あれすごく難しかったよね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Same here, it was so tricky!",I made a mistake on question three.,I|made|a|mistake|on|question|three.,e0253-a.mp3,e0253-b.mp3,1,user,Kevin.png,right,left,mistake
e0254,va0127,mistake,"Everyone makes mistakes sometimes, don't worry about it.",,誰でも時には間違えるものだよ、気にしないで。,,Ivy,,1,Ivy,,___________,,"Everyone makes mistakes sometimes, don't worry about it.","Everyone|makes|mistakes|sometimes,|don't|worry|about|it.",e0254-a.mp3,,1,user,,right,none,mistakes
e0255,va0128,careful,"Be careful, the floor's wet!",Thanks for the warning!,気をつけて、床濡れてるよ！,教えてくれてありがとう！,Matthew,Ivy,1,Matthew,Ivy,___________,Thanks for the warning!,"Be careful, the floor's wet!","Be|careful,|the|floor's|wet!",e0255-a.mp3,e0255-b.mp3,1,Matthew.png,user,left,right,"careful,"
e0256,va0128,careful,You should be more careful with your words.,,言葉にはもっと気をつけたほうがいいよ。,,Matthew,,1,Matthew,,___________,,You should be more careful with your words.,You|should|be|more|careful|with|your|words.,e0256-a.mp3,,1,Matthew.png,,left,none,careful
e0257,va0129,meeting,We have a club meeting after school today.,"Oh right, I almost forgot!",今日、放課後に部活のミーティングあるよ。,あ、そうだった、忘れるところだった！,Ivy,Kevin,1,Ivy,Kevin,___________,"Oh right, I almost forgot!",We have a club meeting after school today.,We|have|a|club|meeting|after|school|today.,e0257-a.mp3,e0257-b.mp3,1,user,Kevin.png,right,left,meeting
e0258,va0129,meeting,The meeting lasted longer than usual.,,そのミーティングはいつもより長引いたよ。,,Ivy,,1,Ivy,,___________,,The meeting lasted longer than usual.,The|meeting|lasted|longer|than|usual.,e0258-a.mp3,,1,user,,right,none,meeting
e0259,va0130,wonderful,This trip has been wonderful so far.,"I know, I don't want it to end!",この旅行、今のところすごく素敵だね。,そうだね、終わってほしくないよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"I know, I don't want it to end!",This trip has been wonderful so far.,This|trip|has|been|wonderful|so|far.,e0259-a.mp3,e0259-b.mp3,1,user,Kevin.png,right,left,wonderful
e0260,va0130,wonderful,That was a wonderful performance.,,あれは素晴らしい演奏だったね。,,Ivy,,1,Ivy,,___________,,That was a wonderful performance.,That|was|a|wonderful|performance.,e0260-a.mp3,,1,user,,right,none,wonderful
e0261,va0131,ready,Are you ready to go?,"Almost, just five more minutes!",もう行く準備できた？,もうちょっと、あと5分だけ！,Matthew,Ivy,1,Matthew,Ivy,___________,"Almost, just five more minutes!",Are you ready to go?,Are|you|ready|to|go?,e0261-a.mp3,e0261-b.mp3,1,Matthew.png,user,left,right,ready
e0262,va0131,ready,I don't think I'm ready for the exam yet.,,まだ試験の準備ができてない気がするな。,,Ivy,,1,Ivy,,___________,,I don't think I'm ready for the exam yet.,I|don't|think|I'm|ready|for|the|exam|yet.,e0262-a.mp3,,1,user,,right,none,ready
e0263,va0132,tasty,This soup is so tasty!,"My mom's recipe, I'll ask her to teach you.",このスープすごく美味しい！,うちのお母さんのレシピなんだ、今度教えてもらうよう頼んでみるね。,Ivy,Kevin,1,Ivy,Kevin,___________,"My mom's recipe, I'll ask her to teach you.",This soup is so tasty!,This|soup|is|so|tasty!,e0263-a.mp3,e0263-b.mp3,1,user,Kevin.png,right,left,tasty!
e0264,va0132,tasty,"It doesn't look great, but it's actually really tasty.",,見た目はイマイチだけど、実はすごく美味しいんだよ。,,Ivy,,1,Ivy,,___________,,"It doesn't look great, but it's actually really tasty.","It|doesn't|look|great,|but|it's|actually|really|tasty.",e0264-a.mp3,,1,user,,right,none,tasty.
e0265,va0133,burn,"Something's burning, is that the toast?","Oh no, I forgot about it!",何か焦げてる、トーストじゃない？,うわ、忘れてた！,Ivy,Matthew,1,Ivy,Matthew,___________,"Oh no, I forgot about it!","Something's burning, is that the toast?","Something's|burning,|is|that|the|toast?",e0265-a.mp3,e0265-b.mp3,1,user,Matthew.png,right,left,"burning,"
e0266,va0133,burn,I burned my tongue on the hot pizza.,,熱いピザで舌やけどしちゃった。,,Ivy,,1,Ivy,,___________,,I burned my tongue on the hot pizza.,I|burned|my|tongue|on|the|hot|pizza.,e0266-a.mp3,,1,user,,right,none,burned
e0267,va0134,beginner,Is this class okay for beginners?,"Yeah, don't worry, everyone starts somewhere.",このクラス初心者でも大丈夫？,うん、大丈夫、みんな最初は初心者だから。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, don't worry, everyone starts somewhere.",Is this class okay for beginners?,Is|this|class|okay|for|beginners?,e0267-a.mp3,e0267-b.mp3,1,user,Kevin.png,right,left,beginners?
e0268,va0134,beginner,"I'm just a beginner at guitar, so bear with me.",,ギターまだ初心者だから、大目に見てね。,,Ivy,,1,Ivy,,___________,,"I'm just a beginner at guitar, so bear with me.","I'm|just|a|beginner|at|guitar,|so|bear|with|me.",e0268-a.mp3,,1,user,,right,none,beginner
e0269,va0135,change,Do you have change for a thousand yen?,Let me check my wallet.,千円札の両替できる小銭ある？,財布確認してみるね。,Ivy,Matthew,1,Ivy,Matthew,___________,Let me check my wallet.,Do you have change for a thousand yen?,Do|you|have|change|for|a|thousand|yen?,e0269-a.mp3,e0269-b.mp3,1,user,Matthew.png,right,left,change
e0270,va0135,change,I've changed a lot since middle school started.,,中学校に入ってから、私すごく変わったと思う。,,Ivy,,1,Ivy,,___________,,I've changed a lot since middle school started.,I've|changed|a|lot|since|middle|school|started.,e0270-a.mp3,,1,user,,right,none,changed
e0271,va0136,minute,"Wait a minute, I forgot my water bottle!","Okay, hurry up!",ちょっと待って、水筒忘れた！,わかった、急いで！,Ivy,Kevin,1,Ivy,Kevin,___________,"Okay, hurry up!","Wait a minute, I forgot my water bottle!","Wait|a|minute,|I|forgot|my|water|bottle!",e0271-a.mp3,e0271-b.mp3,1,user,Kevin.png,right,left,"minute,"
e0272,va0136,minute,It only takes a minute to walk there.,,そこまで歩いてほんの1分しかかからないよ。,,Ivy,,1,Ivy,,___________,,It only takes a minute to walk there.,It|only|takes|a|minute|to|walk|there.,e0272-a.mp3,,1,user,,right,none,minute
e0273,va0137,chopsticks,Can you use chopsticks well?,"Kind of, I still drop stuff sometimes.",お箸上手に使える？,まあまあかな、たまに落としちゃうけど。,Ivy,Kevin,1,Ivy,Kevin,___________,"Kind of, I still drop stuff sometimes.",Can you use chopsticks well?,Can|you|use|chopsticks|well?,e0273-a.mp3,e0273-b.mp3,1,user,Kevin.png,right,left,chopsticks
e0274,va0137,chopsticks,I forgot to bring chopsticks for my bento.,,お弁当用のお箸持ってくるの忘れちゃった。,,Ivy,,1,Ivy,,___________,,I forgot to bring chopsticks for my bento.,I|forgot|to|bring|chopsticks|for|my|bento.,e0274-a.mp3,,1,user,,right,none,chopsticks
e0275,va0138,date,What's today's date?,It's the fifteenth!,今日って何日だっけ？,15日だよ！,Kevin,Ivy,1,Kevin,Ivy,___________,It's the fifteenth!,What's today's date?,What's|today's|date?,e0275-a.mp3,e0275-b.mp3,1,Kevin.png,user,left,right,date?
e0276,va0138,date,Have you set a date for the school festival yet?,,学園祭の日程、もう決まった？,,Ivy,,1,Ivy,,___________,,Have you set a date for the school festival yet?,Have|you|set|a|date|for|the|school|festival|yet?,e0276-a.mp3,,1,user,,right,none,date
e0277,va0139,fishing,Do you want to go fishing this weekend?,"Sure, sounds relaxing!",今週末釣りに行かない？,いいね、リラックスできそう！,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, sounds relaxing!",Do you want to go fishing this weekend?,Do|you|want|to|go|fishing|this|weekend?,e0277-a.mp3,e0277-b.mp3,1,user,Kevin.png,right,left,fishing
e0278,va0139,fishing,"We didn't catch anything, but fishing was still fun.",,何も釣れなかったけど、釣りは楽しかったよ。,,Ivy,,1,Ivy,,___________,,"We didn't catch anything, but fishing was still fun.","We|didn't|catch|anything,|but|fishing|was|still|fun.",e0278-a.mp3,,1,user,,right,none,fishing
e0279,va0140,keep,Can I keep this pen?,"Sure, I have plenty!",このペンもらってもいい？,もちろん、たくさんあるから！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, I have plenty!",Can I keep this pen?,Can|I|keep|this|pen?,e0279-a.mp3,e0279-b.mp3,1,user,Matthew.png,right,left,keep
e0280,va0140,keep,I'll keep practicing until I get it right.,,できるようになるまで練習し続けるよ。,,Ivy,,1,Ivy,,___________,,I'll keep practicing until I get it right.,I'll|keep|practicing|until|I|get|it|right.,e0280-a.mp3,,1,user,,right,none,keep
e0281,va0141,even,"It's so quiet, I can even hear the clock ticking.",,すごく静かで、時計の音まで聞こえるよ。,,Ivy,,1,Ivy,,___________,,"It's so quiet, I can even hear the clock ticking.","It's|so|quiet,|I|can|even|hear|the|clock|ticking.",e0281-a.mp3,,1,user,,right,none,even
e0282,va0141,even,Even my little brother can solve this puzzle.,,私の弟でさえこのパズル解けるんだ。,,Ivy,,1,Ivy,,___________,,Even my little brother can solve this puzzle.,Even|my|little|brother|can|solve|this|puzzle.,e0282-a.mp3,,1,user,,right,none,Even
e0283,va0142,useful,This app is really useful for studying English.,"Oh, I should try it too!",このアプリ、英語の勉強にすごく役立つよ。,へえ、私も使ってみようかな！,Ivy,Kevin,1,Ivy,Kevin,___________,"Oh, I should try it too!",This app is really useful for studying English.,This|app|is|really|useful|for|studying|English.,e0283-a.mp3,e0283-b.mp3,1,user,Kevin.png,right,left,useful
e0284,va0142,useful,That advice was more useful than I expected.,,そのアドバイス、思ってたより役に立ったよ。,,Ivy,,1,Ivy,,___________,,That advice was more useful than I expected.,That|advice|was|more|useful|than|I|expected.,e0284-a.mp3,,1,user,,right,none,useful
e0285,va0143,piece,Can I have a piece of your cake?,"Sure, here you go!",ケーキひとかけらもらえる？,うん、はいどうぞ！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, here you go!",Can I have a piece of your cake?,Can|I|have|a|piece|of|your|cake?,e0285-a.mp3,e0285-b.mp3,1,user,Matthew.png,right,left,piece
e0286,va0143,piece,This puzzle is missing a piece somewhere.,,このパズル、どこかピースが一個足りないんだ。,,Ivy,,1,Ivy,,___________,,This puzzle is missing a piece somewhere.,This|puzzle|is|missing|a|piece|somewhere.,e0286-a.mp3,,1,user,,right,none,piece
e0287,va0144,glasses,Have you seen my glasses?,They're on your head!,私の眼鏡見なかった？,頭の上にあるよ！,Ivy,Matthew,1,Ivy,Matthew,___________,They're on your head!,Have you seen my glasses?,Have|you|seen|my|glasses?,e0287-a.mp3,e0287-b.mp3,1,user,Matthew.png,right,left,glasses?
e0288,va0144,glasses,"I need new glasses, mine are always foggy.",,新しい眼鏡が必要だな、今のはいつも曇るんだ。,,Ivy,,1,Ivy,,___________,,"I need new glasses, mine are always foggy.","I|need|new|glasses,|mine|are|always|foggy.",e0288-a.mp3,,1,user,,right,none,"glasses,"
e0289,va0145,smart,"You're so smart, how did you solve that so fast?","I just guessed, honestly!",すごく頭いいね、どうやってそんな早く解いたの？,正直、ただ当てずっぽうだったんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,"I just guessed, honestly!","You're so smart, how did you solve that so fast?","You're|so|smart,|how|did|you|solve|that|so|fast?",e0289-a.mp3,e0289-b.mp3,1,Kevin.png,user,left,right,"smart,"
e0290,va0145,smart,It would be smarter to leave earlier tomorrow.,,明日はもっと早く出発したほうが賢いと思うよ。,,Ivy,,1,Ivy,,___________,,It would be smarter to leave earlier tomorrow.,It|would|be|smarter|to|leave|earlier|tomorrow.,e0290-a.mp3,,1,user,,right,none,smarter
e0291,va0146,break,"Let's take a break, I'm exhausted.","Yeah, good idea.",休憩しよう、もうへとへとだよ。,うん、いいアイデアだね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, good idea.","Let's take a break, I'm exhausted.","Let's|take|a|break,|I'm|exhausted.",e0291-a.mp3,e0291-b.mp3,1,user,Kevin.png,right,left,"break,"
e0292,va0146,break,I accidentally broke my phone screen yesterday.,,昨日うっかりスマホの画面割っちゃったんだ。,,Ivy,,1,Ivy,,___________,,I accidentally broke my phone screen yesterday.,I|accidentally|broke|my|phone|screen|yesterday.,e0292-a.mp3,,1,user,,right,none,broke
