question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,highlight_chips,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e0843,va0422,lonely,Do you ever feel lonely when your friends are busy?,"Yeah, sometimes, especially on weekends.",友達が忙しい時、寂しく感じることある？,うん、たまにね、特に週末は。,Ivy,Kevin,1,lonely,Ivy,Kevin,___________,"Yeah, sometimes, especially on weekends.",Do you ever feel lonely when your friends are busy?,Do|you|ever|feel|lonely|when|your|friends|are|busy?,e0843-a.mp3,e0843-b.mp3,1,user,Kevin.png,right,left
e0844,va0422,lonely,She looked kind of lonely sitting by herself at lunch.,,彼女、お昼を一人で食べてて、なんだか寂しそうだったんだ。,,Ivy,,1,lonely,Ivy,,___________,,She looked kind of lonely sitting by herself at lunch.,She|looked|kind|of|lonely|sitting|by|herself|at|lunch.,e0844-a.mp3,,1,user,,right,none
e0845,va0423,text,Can you text me when you get home?,"Sure, I will!",家着いたらメッセージしてくれる？,うん、するよ！,Ivy,Kevin,1,text,Ivy,Kevin,___________,"Sure, I will!",Can you text me when you get home?,Can|you|text|me|when|you|get|home?,e0845-a.mp3,e0845-b.mp3,1,user,Kevin.png,right,left
e0846,va0423,text,"I texted her twice, but she hasn't replied yet.",,彼女に2回メッセージしたけど、まだ返事がないんだ。,,Ivy,,1,texted,Ivy,,___________,,"I texted her twice, but she hasn't replied yet.","I|texted|her|twice,|but|she|hasn't|replied|yet.",e0846-a.mp3,,1,user,,right,none
e0847,va0424,fry,Can you help me fry the eggs?,"Sure, just watch the heat so they don't burn.",卵焼くの手伝ってくれる？,うん、焦げないように火加減見ててね。,Ivy,Matthew,1,fry,Ivy,Matthew,___________,"Sure, just watch the heat so they don't burn.",Can you help me fry the eggs?,Can|you|help|me|fry|the|eggs?,e0847-a.mp3,e0847-b.mp3,1,user,Matthew.png,right,left
e0848,va0424,fry,I love the smell of fried chicken.,,揚げた鶏肉の匂い、大好きなんだ。,,Ivy,,1,fried,Ivy,,___________,,I love the smell of fried chicken.,I|love|the|smell|of|fried|chicken.,e0848-a.mp3,,1,user,,right,none
e0849,va0425,freedom,I think students should have more freedom to choose their own projects.,"I agree, it would make learning more fun.",生徒はもっと自分でプロジェクトを選べる自由があるべきだと思う。,賛成、そのほうが学ぶのが楽しくなりそうだね。,Ivy,Kevin,1,freedom,Ivy,Kevin,___________,"I agree, it would make learning more fun.",I think students should have more freedom to choose their own projects.,I|think|students|should|have|more|freedom|to|choose|their|own|projects.,e0849-a.mp3,e0849-b.mp3,1,user,Kevin.png,right,left
e0850,va0425,freedom,Getting my own room felt like real freedom.,,自分の部屋を持てたこと、本当の自由みたいに感じたんだ。,,Ivy,,1,freedom.,Ivy,,___________,,Getting my own room felt like real freedom.,Getting|my|own|room|felt|like|real|freedom.,e0850-a.mp3,,1,user,,right,none
e0851,va0426,huge,That was a huge mistake on my part.,"Don't worry, everyone messes up sometimes.",それは僕の大きなミスだったよ。,気にしないで、誰でも時々失敗するものだから。,Kevin,Ivy,1,huge,Kevin,Ivy,___________,"Don't worry, everyone messes up sometimes.",That was a huge mistake on my part.,That|was|a|huge|mistake|on|my|part.,e0851-a.mp3,e0851-b.mp3,1,Kevin.png,user,left,right
e0852,va0426,huge,This backpack is way too huge for a day trip.,,日帰り旅行にはこのリュック大きすぎるよ。,,Ivy,,1,huge,Ivy,,___________,,This backpack is way too huge for a day trip.,This|backpack|is|way|too|huge|for|a|day|trip.,e0852-a.mp3,,1,user,,right,none
e0853,va0427,cafeteria,Are you eating in the cafeteria today?,"Yeah, want to sit together?",今日食堂で食べる？,うん、一緒に座る？,Ivy,Kevin,1,cafeteria,Ivy,Kevin,___________,"Yeah, want to sit together?",Are you eating in the cafeteria today?,Are|you|eating|in|the|cafeteria|today?,e0853-a.mp3,e0853-b.mp3,1,user,Kevin.png,right,left
e0854,va0427,cafeteria,The cafeteria was really crowded during lunch.,,お昼時、食堂はすごく混んでたよ。,,Ivy,,1,cafeteria,Ivy,,___________,,The cafeteria was really crowded during lunch.,The|cafeteria|was|really|crowded|during|lunch.,e0854-a.mp3,,1,user,,right,none
e0855,va0428,broad,"I want to study something broad, like general science.",That's a great way to keep your options open.,理科全般みたいな、幅広い分野を勉強したいなと思っています。,それは選択肢を広く保つのにいい方法だね。,Ivy,Ruth,1,"broad,",Ivy,Ruth,___________,That's a great way to keep your options open.,"I want to study something broad, like general science.","I|want|to|study|something|broad,|like|general|science.",e0855-a.mp3,e0855-b.mp3,1,user,05.png,right,left
e0856,va0428,broad,Her research covers a pretty broad range of topics.,,彼女の研究はかなり幅広いテーマをカバーしてるんだ。,,Ivy,,1,broad,Ivy,,___________,,Her research covers a pretty broad range of topics.,Her|research|covers|a|pretty|broad|range|of|topics.,e0856-a.mp3,,1,user,,right,none
e0857,va0429,stretch,Let's stretch before practice starts.,"Good idea, my legs are still sore.",練習始まる前にストレッチしようよ。,いい考えだね、まだ足がだるいんだ。,Ivy,Kevin,1,stretch,Ivy,Kevin,___________,"Good idea, my legs are still sore.",Let's stretch before practice starts.,Let's|stretch|before|practice|starts.,e0857-a.mp3,e0857-b.mp3,1,user,Kevin.png,right,left
e0858,va0429,stretch,I stretched for ten minutes before the race.,,レースの前に10分間ストレッチしたんだ。,,Ivy,,1,stretched,Ivy,,___________,,I stretched for ten minutes before the race.,I|stretched|for|ten|minutes|before|the|race.,e0858-a.mp3,,1,user,,right,none
e0859,va0430,necessary,Is it necessary to bring a dictionary tomorrow?,"Yes, it'll be really helpful for the reading section.",明日辞書を持ってくる必要はありますか？,はい、読解のパートですごく役に立ちますよ。,Ivy,Ruth,1,necessary,Ivy,Ruth,___________,"Yes, it'll be really helpful for the reading section.",Is it necessary to bring a dictionary tomorrow?,Is|it|necessary|to|bring|a|dictionary|tomorrow?,e0859-a.mp3,e0859-b.mp3,1,user,05.png,right,left
e0860,va0430,necessary,I don't think all this homework is really necessary.,,この宿題全部、本当に必要だとは思えないんだけど。,,Ivy,,1,necessary.,Ivy,,___________,,I don't think all this homework is really necessary.,I|don't|think|all|this|homework|is|really|necessary.,e0860-a.mp3,,1,user,,right,none
e0861,va0431,scared,Are you scared of the dark?,"A little, especially in unfamiliar places.",暗いの怖い？,ちょっとね、特に知らない場所だと。,Ivy,Kevin,1,scared,Ivy,Kevin,___________,"A little, especially in unfamiliar places.",Are you scared of the dark?,Are|you|scared|of|the|dark?,e0861-a.mp3,e0861-b.mp3,1,user,Kevin.png,right,left
e0862,va0431,scared,I was so scared during that thunderstorm last night.,,昨日の夜、雷雨のときすごく怖かったんだ。,,Ivy,,1,scared,Ivy,,___________,,I was so scared during that thunderstorm last night.,I|was|so|scared|during|that|thunderstorm|last|night.,e0862-a.mp3,,1,user,,right,none
e0863,va0432,greeting,What's a polite greeting in Japanese?,You could say ohayou gozaimasu in the morning.,日本語での丁寧な挨拶って何かありますか？,朝なら「おはようございます」と言うといいですよ。,Ivy,Ruth,1,greeting,Ivy,Ruth,___________,You could say ohayou gozaimasu in the morning.,What's a polite greeting in Japanese?,What's|a|polite|greeting|in|Japanese?,e0863-a.mp3,e0863-b.mp3,1,user,05.png,right,left
e0864,va0432,greeting,She gave a warm greeting to all the new students.,,彼女は新入生みんなに温かい挨拶をしたんだ。,,Ivy,,1,greeting,Ivy,,___________,,She gave a warm greeting to all the new students.,She|gave|a|warm|greeting|to|all|the|new|students.,e0864-a.mp3,,1,user,,right,none
e0865,va0433,reply,Did she reply to your message yet?,"Not yet, maybe she's busy.",彼女からメッセージの返信あった？,まだないよ、忙しいのかも。,Ivy,Kevin,1,reply,Ivy,Kevin,___________,"Not yet, maybe she's busy.",Did she reply to your message yet?,Did|she|reply|to|your|message|yet?,e0865-a.mp3,e0865-b.mp3,1,user,Kevin.png,right,left
e0866,va0433,reply,I need to reply to my teacher's email tonight.,,今夜先生のメールに返信しなきゃ。,,Ivy,,1,reply,Ivy,,___________,,I need to reply to my teacher's email tonight.,I|need|to|reply|to|my|teacher's|email|tonight.,e0866-a.mp3,,1,user,,right,none
e0867,va0434,electric,My dad just bought an electric car.,"That's so cool, does it charge fast?",うちのお父さん、電気自動車買ったばかりなんだ。,それすごくいいね、充電は早いの？,Ivy,Kevin,1,electric,Ivy,Kevin,___________,"That's so cool, does it charge fast?",My dad just bought an electric car.,My|dad|just|bought|an|electric|car.,e0867-a.mp3,e0867-b.mp3,1,user,Kevin.png,right,left
e0868,va0434,electric,This electric fan is really quiet.,,この扇風機、すごく静かだね。,,Ivy,,1,electric,Ivy,,___________,,This electric fan is really quiet.,This|electric|fan|is|really|quiet.,e0868-a.mp3,,1,user,,right,none
e0869,va0435,relationship,I think it's important to have a good relationship with your classmates.,"Definitely, it makes school so much easier.",クラスメートといい関係を築くのは大事だと思うな。,確かに、そのほうが学校生活がずっと楽になるよね。,Ivy,Kevin,1,relationship,Ivy,Kevin,___________,"Definitely, it makes school so much easier.",I think it's important to have a good relationship with your classmates.,I|think|it's|important|to|have|a|good|relationship|with|your|classmates.,e0869-a.mp3,e0869-b.mp3,1,user,Kevin.png,right,left
e0870,va0435,relationship,She has a close relationship with her older sister.,,彼女はお姉さんと仲がいいんだ。,,Ivy,,1,relationship,Ivy,,___________,,She has a close relationship with her older sister.,She|has|a|close|relationship|with|her|older|sister.,e0870-a.mp3,,1,user,,right,none
e0871,va0436,confuse,This question really confused me.,"Same, I read it like three times.",この問題、本当に混乱しちゃった。,私も、3回くらい読んだよ。,Ivy,Kevin,1,confused,Ivy,Kevin,___________,"Same, I read it like three times.",This question really confused me.,This|question|really|confused|me.,e0871-a.mp3,e0871-b.mp3,1,user,Kevin.png,right,left
e0872,va0436,confuse,I always confuse these two words.,,この2つの単語、いつも混同しちゃうんだ。,,Ivy,,1,confuse,Ivy,,___________,,I always confuse these two words.,I|always|confuse|these|two|words.,e0872-a.mp3,,1,user,,right,none
e0873,va0437,crime,I think we should study more about crime prevention in social studies.,"That's a thoughtful suggestion, I'll bring it up.",社会科で犯罪予防についてもっと学ぶべきだと思います。,それは良い提案ですね、話してみます。,Ivy,Ruth,1,crime,Ivy,Ruth,___________,"That's a thoughtful suggestion, I'll bring it up.",I think we should study more about crime prevention in social studies.,I|think|we|should|study|more|about|crime|prevention|in|social|studies.,e0873-a.mp3,e0873-b.mp3,1,user,05.png,right,left
e0874,va0437,crime,That show is about solving crimes in a small town.,,あの番組は小さな町での犯罪解決についての話なんだ。,,Ivy,,1,crimes,Ivy,,___________,,That show is about solving crimes in a small town.,That|show|is|about|solving|crimes|in|a|small|town.,e0874-a.mp3,,1,user,,right,none
e0875,va0438,random,Why did you say that? It was so random.,"Haha, I just thought of it suddenly!",なんでそんなこと言ったの？すごく脈絡ないね。,はは、急に思いついただけなんだ！,Ivy,Kevin,1,random.,Ivy,Kevin,___________,"Haha, I just thought of it suddenly!",Why did you say that? It was so random.,Why|did|you|say|that?|It|was|so|random.,e0875-a.mp3,e0875-b.mp3,1,user,Kevin.png,right,left
e0876,va0438,random,I got picked at random for the quiz today.,,今日、クイズでランダムに選ばれちゃったんだ。,,Ivy,,1,random,Ivy,,___________,,I got picked at random for the quiz today.,I|got|picked|at|random|for|the|quiz|today.,e0876-a.mp3,,1,user,,right,none
e0877,va0439,checkout counter,Let's meet at the checkout counter when we're done shopping.,"Okay, see you there!",買い物終わったらレジのところで会おうよ。,わかった、そこで会おうね！,Ivy,Kevin,1,checkout|counter,Ivy,Kevin,___________,"Okay, see you there!",Let's meet at the checkout counter when we're done shopping.,Let's|meet|at|the|checkout|counter|when|we're|done|shopping.,e0877-a.mp3,e0877-b.mp3,1,user,Kevin.png,right,left
e0878,va0439,checkout counter,There was a long line at the checkout counter.,,レジのところにすごい行列があったんだ。,,Ivy,,1,checkout|counter.,Ivy,,___________,,There was a long line at the checkout counter.,There|was|a|long|line|at|the|checkout|counter.,e0878-a.mp3,,1,user,,right,none
e0879,va0440,million,"If you had a million yen, what would you buy?",Probably a huge gaming setup!,もし100万円あったら何買う？,たぶんすごいゲーミング環境かな！,Ivy,Kevin,1,million,Ivy,Kevin,___________,Probably a huge gaming setup!,"If you had a million yen, what would you buy?","If|you|had|a|million|yen,|what|would|you|buy?",e0879-a.mp3,e0879-b.mp3,1,user,Kevin.png,right,left
e0880,va0440,million,I've told you a million times to knock first.,,ノックしてって、もう何回も言ってるよね。,,Ivy,,1,million,Ivy,,___________,,I've told you a million times to knock first.,I've|told|you|a|million|times|to|knock|first.,e0880-a.mp3,,1,user,,right,none
e0881,va0441,aware,Are you aware of how much plastic we use every day?,"Honestly, I never really thought about it.",毎日どれだけプラスチックを使ってるか意識してる？,正直、あんまり考えたことなかったな。,Ivy,Kevin,1,aware,Ivy,Kevin,___________,"Honestly, I never really thought about it.",Are you aware of how much plastic we use every day?,Are|you|aware|of|how|much|plastic|we|use|every|day?,e0881-a.mp3,e0881-b.mp3,1,user,Kevin.png,right,left
e0882,va0441,aware,I wasn't aware the deadline was today.,,締め切りが今日だって気づいてなかったんだ。,,Ivy,,1,aware,Ivy,,___________,,I wasn't aware the deadline was today.,I|wasn't|aware|the|deadline|was|today.,e0882-a.mp3,,1,user,,right,none
e0883,va0442,audience,I get so nervous in front of an audience.,"That's normal, just take a deep breath before you start.",観客の前だとすごく緊張しちゃいます。,それは普通のことですよ、始める前に深呼吸してみてください。,Ivy,Ruth,1,audience.,Ivy,Ruth,___________,"That's normal, just take a deep breath before you start.",I get so nervous in front of an audience.,I|get|so|nervous|in|front|of|an|audience.,e0883-a.mp3,e0883-b.mp3,1,user,05.png,right,left
